"Four-Year Graduation Rates, 2012-13"
"All Districts, Special Education Status"

"",,,"Non-Graduates",,,
"East Windsor School District","Special Education",20,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-Special Education",58,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Special Education",11,"*","*","*","*"
"Ellington School District","Non-Special Education",179,"*","*","*","*"
"Ellington School District","Special Education",19,"*","*","*","*"
"Elm City College Preparatory School District","Non-Special Education",13,"*","*","*","*"
"Enfield School District","Non-Special Education",379,9,2.4,24,6.3
"Enfield School District","Special Education",66,11,16.7,12,18.2
"Explorations District","Non-Special Education",24,"*","*","*","*"
"Explorations District","Special Education",8,"*","*","*","*"
"Fairfield School District","Non-Special Education",627,16,2.6,"*","*"
"Fairfield School District","Special Education",81,21,25.9,"*","*"
"Farmington School District","Non-Special Education",290,"*","*","*","*"
"Farmington School District","Special Education",36,"*","*","*","*"
"Glastonbury School District","Non-Special Education",488,"*","*","*","*"
"Glastonbury School District","Special Education",64,"*","*","*","*"
"Granby School District","Non-Special Education",184,"*","*","*","*"
"Granby School District","Special Education",13,"*","*","*","*"
"Greenwich School District","Non-Special Education",594,12,2.0,"*","*"
"Greenwich School District","Special Education",97,14,14.4,"*","*"
"Griswold School District","Non-Special Education",149,"*","*","*","*"
"Griswold School District","Special Education",21,"*","*","*","*"
"Groton School District","Non-Special Education",280,6,2.1,32,11.4
"Groton School District","Special Education",47,12,25.5,8,17.0
"Guilford School District","Non-Special Education",242,"*","*","*","*"
"Guilford School District","Special Education",39,"*","*","*","*"
"Hamden School District","Non-Special Education",388,28,7.2,"*","*"
"Hamden School District","Special Education",67,15,22.4,"*","*"
"Hartford School District","Non-Special Education",1175,51,4.3,226,19.2
"Hartford School District","Special Education",243,42,17.3,85,35.0
"Killingly School District","Non-Special Education",190,16,8.4,23,12.1
"Killingly School District","Special Education",33,9,27.3,8,24.2
"Learn","Non-Special Education",36,"*","*","*","*"
"Learn","Special Education",7,"*","*","*","*"
"Lebanon School District","Non-Special Education",109,"*","*","*","*"
"Lebanon School District","Special Education",9,"*","*","*","*"
"Ledyard School District","Non-Special Education",203,6,3.0,"*","*"
"Ledyard School District","Special Education",29,7,24.1,"*","*"
"Lisbon School District","Non-Special Education","*","*","*","*","*"
"Lisbon School District","Special Education","*","*","*","*","*"
"Litchfield School District","Non-Special Education",79,"*","*","*","*"
"Litchfield School District","Special Education",9,"*","*","*","*"
"Madison School District","Non-Special Education",277,"*","*","*","*"
"Madison School District","Special Education",40,"*","*","*","*"
"Manchester School District","Non-Special Education",406,29,7.1,53,13.1
"Manchester School District","Special Education",73,21,28.8,18,24.7
"Meriden School District","Non-Special Education",534,28,5.2,101,18.9
"Meriden School District","Special Education",105,31,29.5,29,27.6
"Middletown School District","Non-Special Education",316,12,3.8,37,11.7
"Middletown School District","Special Education",63,16,25.4,7,11.1
"Milford School District","Non-Special Education",427,29,6.8,"*","*"
"Milford School District","Special Education",98,33,33.7,"*","*"
"Monroe School District","Non-Special Education",276,"*","*","*","*"
"Monroe School District","Special Education",33,"*","*","*","*"
"Montville School District","Non-Special Education",161,"*","*","*","*"
"Montville School District","Special Education",27,"*","*","*","*"
"Naugatuck School District","Non-Special Education",282,21,7.4,29,10.3
"Naugatuck School District","Special Education",53,13,24.5,11,20.8
"New Britain School District","Non-Special Education",541,56,10.4,133,24.6
"New Britain School District","Special Education",113,35,31.0,32,28.3
"New Canaan School District","Non-Special Education",295,"*","*","*","*"
"New Canaan School District","Special Education",44,"*","*","*","*"
"New Fairfield School District","Non-Special Education",233,"*","*","*","*"
"New Fairfield School District","Special Education",25,"*","*","*","*"
"New Haven School District","Non-Special Education",1167,66,5.7,241,20.7
"New Haven School District","Special Education",148,37,25.0,32,21.6
"New London School District","Non-Special Education",220,19,8.6,51,23.2
"New London School District","Special Education",37,8,21.6,14,37.8
"New Milford School District","Non-Special Education",337,"*","*",23,6.8
"New Milford School District","Special Education",55,"*","*",10,18.2
"Newington School District","Non-Special Education",337,6,1.8,15,4.5
"Newington School District","Special Education",39,10,25.6,6,15.4
"Newtown School District","Non-Special Education",428,10,2.3,"*","*"
"Newtown School District","Special Education",43,14,32.6,"*","*"
"North Branford School District","Non-Special Education",149,"*","*","*","*"
"North Branford School District","Special Education",21,"*","*","*","*"
"North Haven School District","Non-Special Education",274,"*","*","*","*"
"North Haven School District","Special Education",40,"*","*","*","*"
"North Stonington School District","Non-Special Education","*","*","*","*","*"
"North Stonington School District","Special Education","*","*","*","*","*"
"Norwalk School District","Non-Special Education",698,22,3.2,74,10.6
"Norwalk School District","Special Education",82,13,15.9,10,12.2
"Norwich Free Academy District","Non-Special Education",508,16,3.1,46,9.1
"Norwich Free Academy District","Special Education",107,37,34.6,17,15.9
"Old Saybrook School District","Non-Special Education",129,"*","*","*","*"
"Old Saybrook School District","Special Education",10,"*","*","*","*"
"Oxford School District","Non-Special Education",146,"*","*","*","*"
"Oxford School District","Special Education",9,"*","*","*","*"
"Plainfield School District","Non-Special Education",170,10,5.9,"*","*"
"Plainfield School District","Special Education",33,9,27.3,"*","*"
"Plainville School District","Non-Special Education",176,"*","*","*","*"
"Plainville School District","Special Education",30,"*","*","*","*"
"Plymouth School District","Non-Special Education",117,"*","*","*","*"
"Plymouth School District","Special Education",11,"*","*","*","*"
"Portland School District","Non-Special Education",86,"*","*","*","*"
"Portland School District","Special Education",7,"*","*","*","*"
"Putnam School District","Non-Special Education",76,"*","*","*","*"
"Putnam School District","Special Education",20,"*","*","*","*"
"Regional School District 01","Non-Special Education",97,"*","*","*","*"
"Regional School District 01","Special Education",12,"*","*","*","*"
"Regional School District 04","Non-Special Education",142,"*","*","*","*"
"Regional School District 04","Special Education",21,"*","*","*","*"
"Regional School District 05","Non-Special Education",352,"*","*","*","*"
"Regional School District 05","Special Education",44,"*","*","*","*"
"Regional School District 06","Non-Special Education",84,"*","*","*","*"
"Regional School District 06","Special Education",13,"*","*","*","*"
"Regional School District 07","Non-Special Education",169,"*","*","*","*"
"Regional School District 07","Special Education",25,"*","*","*","*"
"Regional School District 08","Non-Special Education",246,8,3.3,"*","*"
"Regional School District 08","Special Education",39,6,15.4,"*","*"
"Regional School District 09","Non-Special Education",209,"*","*","*","*"
"Regional School District 09","Special Education",31,"*","*","*","*"
"Regional School District 10","Non-Special Education",174,"*","*","*","*"
"Regional School District 10","Special Education",24,"*","*","*","*"
"Regional School District 11","Non-Special Education",31,"*","*","*","*"
"Regional School District 11","Special Education",13,"*","*","*","*"
"Regional School District 12","Non-Special Education",72,"*","*","*","*"
"Regional School District 12","Special Education",19,"*","*","*","*"
"Regional School District 13","Non-Special Education",127,"*","*","*","*"
"Regional School District 13","Special Education",26,"*","*","*","*"
"Regional School District 14","Non-Special Education",175,"*","*","*","*"
"Regional School District 14","Special Education",26,"*","*","*","*"
"Regional School District 15","Non-Special Education",270,7,2.6,"*","*"
"Regional School District 15","Special Education",50,6,12.0,"*","*"
"Regional School District 16","Non-Special Education",173,"*","*","*","*"
"Regional School District 16","Special Education",13,"*","*","*","*"
"Regional School District 17","Non-Special Education",135,"*","*","*","*"
"Regional School District 17","Special Education",29,"*","*","*","*"
"Regional School District 18","Non-Special Education",99,"*","*","*","*"
"Regional School District 18","Special Education",15,"*","*","*","*"
"Regional School District 19","Non-Special Education",267,8,3.0,7,2.6
"Regional School District 19","Special Education",49,18,36.7,6,12.2
"Ridgefield School District","Non-Special Education",372,"*","*","*","*"
"Ridgefield School District","Special Education",42,"*","*","*","*"
"Rocky Hill School District","Non-Special Education",153,"*","*","*","*"
"Rocky Hill School District","Special Education",24,"*","*","*","*"
"Seymour School District","Non-Special Education",163,"*","*","*","*"
"Seymour School District","Special Education",18,"*","*","*","*"
"Shelton School District","Non-Special Education",368,11,3.0,"*","*"
"Shelton School District","Special Education",26,11,42.3,"*","*"
"Simsbury School District","Non-Special Education",351,"*","*","*","*"
"Simsbury School District","Special Education",49,"*","*","*","*"
"Somers School District","Non-Special Education",131,"*","*","*","*"
"Somers School District","Special Education",15,"*","*","*","*"
"South Windsor School District","Non-Special Education",341,"*","*","*","*"
"South Windsor School District","Special Education",45,"*","*","*","*"
"Southington School District","Non-Special Education",425,14,3.3,14,3.3
"Southington School District","Special Education",65,9,13.8,7,10.8
"Stafford School District","Non-Special Education",117,"*","*","*","*"
"Stafford School District","Special Education",12,"*","*","*","*"
"Stamford Academy District","Non-Special Education",31,"*","*","*","*"
"Stamford Academy District","Special Education",6,"*","*","*","*"
"Stamford School District","Non-Special Education",1100,43,3.9,71,6.5
"Stamford School District","Special Education",118,12,10.2,9,7.6
"Stonington School District","Non-Special Education",175,"*","*","*","*"
"Stonington School District","Special Education",27,"*","*","*","*"
"Stratford School District","Non-Special Education",493,6,1.2,23,4.7
"Stratford School District","Special Education",76,25,32.9,11,14.5
"Suffield School District","Non-Special Education",197,"*","*","*","*"
"Suffield School District","Special Education",23,"*","*","*","*"
"The Bridge Academy District","Non-Special Education",30,"*","*","*","*"
"The Bridge Academy District","Special Education",6,"*","*","*","*"
"The Gilbert School District","Non-Special Education",78,"*","*","*","*"
"The Gilbert School District","Special Education",16,"*","*","*","*"
"Thomaston School District","Non-Special Education",66,"*","*","*","*"
"Thomaston School District","Special Education",14,"*","*","*","*"
"Thompson School District","Non-Special Education",76,"*","*","*","*"
"Thompson School District","Special Education",11,"*","*","*","*"
"Tolland School District","Non-Special Education",222,"*","*","*","*"
"Tolland School District","Special Education",22,"*","*","*","*"
"Torrington School District","Non-Special Education",230,16,7.0,"*","*"
"Torrington School District","Special Education",48,9,18.8,"*","*"
"Trumbull School District","Non-Special Education",515,"*","*","*","*"
"Trumbull School District","Special Education",35,"*","*","*","*"
"Unified School District #1","Non-Special Education",255,76,29.8,177,69.4
"Unified School District #1","Special Education",117,53,45.3,61,52.1
"Unified School District #2","Non-Special Education",34,"*","*",19,55.9
"Unified School District #2","Special Education",29,"*","*",17,58.6
"Vernon School District","Non-Special Education",207,"*","*",25,12.1
"Vernon School District","Special Education",35,"*","*",6,17.1
"Wallingford School District","Non-Special Education",464,13,2.8,16,3.4
"Wallingford School District","Special Education",71,9,12.7,11,15.5
"Waterbury School District","Non-Special Education",1079,23,2.1,294,27.2
"Waterbury School District","Special Education",221,41,18.6,78,35.3
"Waterford School District","Non-Special Education",208,"*","*","*","*"
"Waterford School District","Special Education",35,"*","*","*","*"
"Watertown School District","Non-Special Education",237,"*","*","*","*"
"Watertown School District","Special Education",35,"*","*","*","*"
"West Hartford School District","Non-Special Education",747,10,1.3,"*","*"
"West Hartford School District","Special Education",88,14,15.9,"*","*"
"West Haven School District","Non-Special Education",397,22,5.5,91,22.9
"West Haven School District","Special Education",42,12,28.6,8,19.0
"Westbrook School District","Non-Special Education",71,"*","*","*","*"
"Westbrook School District","Special Education",7,"*","*","*","*"
"Weston School District","Non-Special Education",186,"*","*","*","*"
"Weston School District","Special Education",22,"*","*","*","*"
"Westport School District","Non-Special Education",410,"*","*","*","*"
"Westport School District","Special Education",56,"*","*","*","*"
"Wethersfield School District","Non-Special Education",242,"*","*","*","*"
"Wethersfield School District","Special Education",28,"*","*","*","*"
"Wilton School District","Non-Special Education",274,"*","*","*","*"
"Wilton School District","Special Education",52,"*","*","*","*"
"Windham School District","Non-Special Education",161,10,6.2,"*","*"
"Windham School District","Special Education",37,10,27.0,"*","*"
"Windsor Locks School District","Non-Special Education",124,"*","*","*","*"
"Windsor Locks School District","Special Education",16,"*","*","*","*"
"Windsor School District","Non-Special Education",308,26,8.4,22,7.1
"Windsor School District","Special Education",47,9,19.1,9,19.1
"Wolcott School District","Non-Special Education",197,"*","*","*","*"
"Wolcott School District","Special Education",24,"*","*","*","*"
"Woodstock Academy District","Non-Special Education",266,"*","*","*","*"
"Woodstock Academy District","Special Education",18,"*","*","*","*"

