"Four-Year Graduation Rates, 2017-18"
"All Districts, Special Education Status"

"",,,,"Non-Graduates",,,
"Granby School District","=""0560011""","Non-Special Education",146,0,0.0,"*","*"
"Granby School District","=""0560011""","Special Education",16,"*","*","*","*"
"Greenwich School District","=""0570011""","Non-Special Education",532,8,1.5,"*","*"
"Greenwich School District","=""0570011""","Special Education",89,17,19.1,"*","*"
"Griswold School District","=""0580011""","Non-Special Education",131,"*","*","*","*"
"Griswold School District","=""0580011""","Special Education",23,"*","*","*","*"
"Groton School District","=""0590011""","Non-Special Education",234,"*","*",21,9.0
"Groton School District","=""0590011""","Special Education",42,"*","*",7,16.7
"Guilford School District","=""0600011""","Non-Special Education",256,0,0.0,"*","*"
"Guilford School District","=""0600011""","Special Education",41,7,17.1,"*","*"
"Hamden School District","=""0620011""","Non-Special Education",352,9,2.6,17,4.8
"Hamden School District","=""0620011""","Special Education",81,20,24.7,12,14.8
"Hartford School District","=""0640011""","Non-Special Education",1076,71,6.6,192,17.8
"Hartford School District","=""0640011""","Special Education",240,49,20.4,73,30.4
"Highville Charter School District","=""2860013""","Non-Special Education",21,0,0.0,0,0.0
"Jumoke Academy District","=""2610013""","Non-Special Education",14,0,"*",9,"*"
"Killingly School District","=""0690011""","Non-Special Education",155,6,3.9,"*","*"
"Killingly School District","=""0690011""","Special Education",45,9,20.0,"*","*"
"Learn","=""2450014""","Non-Special Education",167,7,4.2,"*","*"
"Learn","=""2450014""","Special Education",29,6,20.7,"*","*"
"Lebanon School District","=""0710011""","Non-Special Education",73,0,0.0,"*","*"
"Lebanon School District","=""0710011""","Special Education",16,"*","*",0,"*"
"Ledyard School District","=""0720011""","Non-Special Education",162,"*","*","*","*"
"Ledyard School District","=""0720011""","Special Education",33,"*","*","*","*"
"Litchfield School District","=""0740011""","Non-Special Education",53,0,0.0,0,0.0
"Litchfield School District","=""0740011""","Special Education",11,0,"*","*","*"
"Madison School District","=""0760011""","Non-Special Education",259,0,0.0,0,0.0
"Madison School District","=""0760011""","Special Education",33,6,18.2,"*","*"
"Manchester School District","=""0770011""","Non-Special Education",357,25,7.0,21,5.9
"Manchester School District","=""0770011""","Special Education",53,21,39.6,6,11.3
"Meriden School District","=""0800011""","Non-Special Education",487,8,1.6,50,10.3
"Meriden School District","=""0800011""","Special Education",139,45,32.4,31,22.3
"Middletown School District","=""0830011""","Non-Special Education",279,"*","*","*","*"
"Middletown School District","=""0830011""","Special Education",50,"*","*","*","*"
"Milford School District","=""0840011""","Non-Special Education",378,"*","*","*","*"
"Milford School District","=""0840011""","Special Education",59,"*","*","*","*"
"Monroe School District","=""0850011""","Non-Special Education",278,"*","*",0,0.0
"Monroe School District","=""0850011""","Special Education",29,"*","*","*","*"
"Montville School District","=""0860011""","Non-Special Education",159,"*","*","*","*"
"Montville School District","=""0860011""","Special Education",22,"*","*","*","*"
"Naugatuck School District","=""0880011""","Non-Special Education",267,17,6.4,"*","*"
"Naugatuck School District","=""0880011""","Special Education",49,8,16.3,"*","*"
"New Britain School District","=""0890011""","Non-Special Education",515,41,8.0,66,12.8
"New Britain School District","=""0890011""","Special Education",112,27,24.1,33,29.5
"New Canaan School District","=""0900011""","Non-Special Education",272,"*","*",0,0.0
"New Canaan School District","=""0900011""","Special Education",42,"*","*",0,0.0
"New Fairfield School District","=""0910011""","Non-Special Education",188,"*","*","*","*"
"New Fairfield School District","=""0910011""","Special Education",18,"*","*","*","*"
"New Haven School District","=""0930011""","Non-Special Education",1270,71,5.6,159,12.5
"New Haven School District","=""0930011""","Special Education",258,56,21.7,37,14.3
"New London School District","=""0950011""","Non-Special Education",216,"*","*",23,10.6
"New London School District","=""0950011""","Special Education",45,"*","*",11,24.4
"New Milford School District","=""0960011""","Non-Special Education",321,0,0.0,18,5.6
"New Milford School District","=""0960011""","Special Education",34,"*","*",8,23.5
"Newington School District","=""0940011""","Non-Special Education",248,"*","*","*","*"
"Newington School District","=""0940011""","Special Education",55,"*","*","*","*"
"Newtown School District","=""0970011""","Non-Special Education",392,"*","*","*","*"
"Newtown School District","=""0970011""","Special Education",32,"*","*","*","*"
"North Branford School District","=""0990011""","Non-Special Education",130,"*","*","*","*"
"North Branford School District","=""0990011""","Special Education",21,"*","*","*","*"
"North Haven School District","=""1010011""","Non-Special Education",226,"*","*","*","*"
"North Haven School District","=""1010011""","Special Education",27,"*","*","*","*"
"North Stonington School District","=""1020011""","Non-Special Education","*","*","*","*","*"
"North Stonington School District","=""1020011""","Special Education","*","*","*","*","*"
"Norwalk School District","=""1030011""","Non-Special Education",786,13,1.7,28,3.6
"Norwalk School District","=""1030011""","Special Education",107,19,17.8,14,13.1
"Norwich Free Academy District","=""9010022""","Non-Special Education",540,"*","*",52,9.6
"Norwich Free Academy District","=""9010022""","Special Education",59,"*","*",8,13.6
"Old Saybrook School District","=""1060011""","Non-Special Education",94,0,0.0,0,0.0
"Old Saybrook School District","=""1060011""","Special Education",16,"*","*",0,"*"
"Oxford School District","=""1080011""","Non-Special Education",126,"*","*","*","*"
"Oxford School District","=""1080011""","Special Education",13,0,"*","*","*"
"Path Academy District","=""2930013""","Non-Special Education",36,"*","*","*","*"
"Path Academy District","=""2930013""","Special Education",11,"*","*","*","*"
"Plainfield School District","=""1090011""","Non-Special Education",147,"*","*",16,10.9
"Plainfield School District","=""1090011""","Special Education",25,"*","*",6,24.0
"Plainville School District","=""1100011""","Non-Special Education",144,0,0.0,"*","*"
"Plainville School District","=""1100011""","Special Education",28,8,28.6,"*","*"
"Plymouth School District","=""1110011""","Non-Special Education",109,"*","*","*","*"
"Plymouth School District","=""1110011""","Special Education",23,"*","*","*","*"
"Portland School District","=""1130011""","Non-Special Education",76,0,0.0,"*","*"
"Portland School District","=""1130011""","Special Education",9,"*","*",0,"*"
"Putnam School District","=""1160011""","Non-Special Education",53,0,0.0,"*","*"
"Putnam School District","=""1160011""","Special Education",18,"*","*","*","*"
"Regional School District 01","=""2010012""","Non-Special Education",73,"*","*",0,0.0
"Regional School District 01","=""2010012""","Special Education",19,"*","*","*","*"
"Regional School District 04","=""2040012""","Non-Special Education",135,0,0.0,"*","*"
"Regional School District 04","=""2040012""","Special Education",21,"*","*",0,0.0
"Regional School District 05","=""2050012""","Non-Special Education",333,0,0.0,"*","*"
"Regional School District 05","=""2050012""","Special Education",32,10,31.3,"*","*"
"Regional School District 06","=""2060012""","Non-Special Education",85,0,0.0,"*","*"
"Regional School District 06","=""2060012""","Special Education",23,"*","*",0,0.0
"Regional School District 07","=""2070012""","Non-Special Education",156,0,0.0,0,0.0
"Regional School District 07","=""2070012""","Special Education",9,"*","*",0,"*"
"Regional School District 08","=""2080012""","Non-Special Education",245,"*","*","*","*"
"Regional School District 08","=""2080012""","Special Education",28,"*","*","*","*"
"Regional School District 09","=""2090012""","Non-Special Education",220,"*","*","*","*"
"Regional School District 09","=""2090012""","Special Education",15,"*","*","*","*"
"Regional School District 10","=""2100012""","Non-Special Education",182,"*","*","*","*"
"Regional School District 10","=""2100012""","Special Education",20,"*","*","*","*"
"Regional School District 11","=""2110012""","Non-Special Education",27,0,0.0,"*","*"
"Regional School District 11","=""2110012""","Special Education",7,"*","*",0,"*"
"Regional School District 12","=""2120012""","Non-Special Education",51,0,0.0,"*","*"
"Regional School District 12","=""2120012""","Special Education",14,"*","*","*","*"
"Regional School District 13","=""2130012""","Non-Special Education",118,0,0.0,"*","*"
"Regional School District 13","=""2130012""","Special Education",16,7,"*","*","*"
"Regional School District 14","=""2140012""","Non-Special Education",160,0,0.0,0,0.0
"Regional School District 14","=""2140012""","Special Education",31,"*","*","*","*"
"Regional School District 15","=""2150012""","Non-Special Education",245,"*","*","*","*"
"Regional School District 15","=""2150012""","Special Education",47,"*","*","*","*"
"Regional School District 16","=""2160012""","Non-Special Education",154,"*","*",0,0.0
"Regional School District 16","=""2160012""","Special Education",17,"*","*",0,"*"
"Regional School District 17","=""2170012""","Non-Special Education",153,0,0.0,"*","*"
"Regional School District 17","=""2170012""","Special Education",15,"*","*","*","*"
"Regional School District 18","=""2180012""","Non-Special Education",107,"*","*","*","*"
"Regional School District 18","=""2180012""","Special Education",11,"*","*",0,"*"
"Regional School District 19","=""2190012""","Non-Special Education",260,7,2.7,"*","*"
"Regional School District 19","=""2190012""","Special Education",48,11,22.9,"*","*"
"Ridgefield School District","=""1180011""","Non-Special Education",388,"*","*","*","*"
"Ridgefield School District","=""1180011""","Special Education",39,"*","*","*","*"
"Rocky Hill School District","=""1190011""","Non-Special Education",161,0,0.0,"*","*"
"Rocky Hill School District","=""1190011""","Special Education",18,"*","*","*","*"
"Seymour School District","=""1240011""","Non-Special Education",140,"*","*","*","*"
"Seymour School District","=""1240011""","Special Education",18,"*","*",0,"*"
"Shelton School District","=""1260011""","Non-Special Education",325,"*","*","*","*"
"Shelton School District","=""1260011""","Special Education",34,"*","*","*","*"
"Simsbury School District","=""1280011""","Non-Special Education",299,"*","*","*","*"
"Simsbury School District","=""1280011""","Special Education",45,"*","*",0,0.0
"Somers School District","=""1290011""","Non-Special Education",105,0,0.0,"*","*"
"Somers School District","=""1290011""","Special Education",12,"*","*","*","*"
"South Windsor School District","=""1320011""","Non-Special Education",295,"*","*","*","*"
"South Windsor School District","=""1320011""","Special Education",52,"*","*","*","*"
"Southington School District","=""1310011""","Non-Special Education",472,6,1.3,"*","*"
"Southington School District","=""1310011""","Special Education",70,19,27.1,"*","*"
"Stafford School District","=""1340011""","Non-Special Education",79,"*","*",0,0.0
"Stafford School District","=""1340011""","Special Education",19,"*","*","*","*"
"Stamford Academy District","=""2820013""","Non-Special Education",50,18,36.0,"*","*"
"Stamford Academy District","=""2820013""","Special Education",16,6,"*","*","*"
"Stamford School District","=""1350011""","Non-Special Education",1033,27,2.6,80,7.7
"Stamford School District","=""1350011""","Special Education",146,31,21.2,10,6.8
"Stonington School District","=""1370011""","Non-Special Education",161,"*","*","*","*"
"Stonington School District","=""1370011""","Special Education",17,"*","*","*","*"
"Stratford School District","=""1380011""","Non-Special Education",471,6,1.3,"*","*"
"Stratford School District","=""1380011""","Special Education",69,16,23.2,"*","*"
"Suffield School District","=""1390011""","Non-Special Education",161,0,0.0,0,0.0
"Suffield School District","=""1390011""","Special Education",30,"*","*","*","*"
"The Bridge Academy District","=""2690013""","Non-Special Education","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","Special Education","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Non-Special Education",66,0,0.0,"*","*"
"The Gilbert School District","=""9020022""","Special Education",26,"*","*","*","*"
"The Woodstock Academy District","=""9030022""","Non-Special Education",237,0,0.0,"*","*"
"The Woodstock Academy District","=""9030022""","Special Education",16,0,"*","*","*"
"Thomaston School District","=""1400011""","Non-Special Education",52,0,0.0,"*","*"
"Thomaston School District","=""1400011""","Special Education",6,0,"*",0,"*"
"Thompson School District","=""1410011""","Non-Special Education",60,"*","*","*","*"
"Thompson School District","=""1410011""","Special Education",8,"*","*","*","*"
"Tolland School District","=""1420011""","Non-Special Education",196,"*","*","*","*"
"Tolland School District","=""1420011""","Special Education",25,"*","*",0,0.0
"Torrington School District","=""1430011""","Non-Special Education",187,11,5.9,13,7.0
"Torrington School District","=""1430011""","Special Education",52,6,11.5,11,21.2
"Trumbull School District","=""1440011""","Non-Special Education",516,"*","*","*","*"
"Trumbull School District","=""1440011""","Special Education",54,"*","*","*","*"
"Unified School District #1","=""3360015""","Non-Special Education",344,"*","*",337,98.0
"Unified School District #1","=""3360015""","Special Education",89,"*","*",46,51.7
"Unified School District #2","=""3470015""","Non-Special Education",12,"*","*",11,"*"
"Unified School District #2","=""3470015""","Special Education",13,"*","*",7,"*"
"Vernon School District","=""1460011""","Non-Special Education",189,"*","*",27,14.3
"Vernon School District","=""1460011""","Special Education",31,"*","*",12,38.7
"Wallingford School District","=""1480011""","Non-Special Education",408,0,0.0,12,2.9
"Wallingford School District","=""1480011""","Special Education",59,13,22.0,6,10.2
"Waterbury School District","=""1510011""","Non-Special Education",1109,22,2.0,170,15.3
"Waterbury School District","=""1510011""","Special Education",234,57,24.4,64,27.4
"Waterford School District","=""1520011""","Non-Special Education",180,"*","*","*","*"
"Waterford School District","=""1520011""","Special Education",28,"*","*","*","*"
"Watertown School District","=""1530011""","Non-Special Education",199,"*","*","*","*"
"Watertown School District","=""1530011""","Special Education",19,"*","*","*","*"
"West Hartford School District","=""1550011""","Non-Special Education",663,9,1.4,"*","*"
"West Hartford School District","=""1550011""","Special Education",88,32,36.4,"*","*"
"West Haven School District","=""1560011""","Non-Special Education",354,10,2.8,30,8.5
"West Haven School District","=""1560011""","Special Education",62,16,25.8,18,29.0
"Westbrook School District","=""1540011""","Non-Special Education",83,"*","*","*","*"
"Westbrook School District","=""1540011""","Special Education",7,"*","*","*","*"
"Weston School District","=""1570011""","Non-Special Education",195,0,0.0,0,0.0
"Weston School District","=""1570011""","Special Education",10,"*","*","*","*"
"Westport School District","=""1580011""","Non-Special Education",405,"*","*",0,0.0
"Westport School District","=""1580011""","Special Education",51,"*","*","*","*"
"Wethersfield School District","=""1590011""","Non-Special Education",277,"*","*","*","*"
"Wethersfield School District","=""1590011""","Special Education",37,"*","*","*","*"
"Wilton School District","=""1610011""","Non-Special Education",283,"*","*",0,0.0
"Wilton School District","=""1610011""","Special Education",46,"*","*",0,0.0
"Windham School District","=""1630011""","Non-Special Education",131,"*","*","*","*"
"Windham School District","=""1630011""","Special Education",31,"*","*","*","*"
"Windsor Locks School District","=""1650011""","Non-Special Education",102,"*","*","*","*"
"Windsor Locks School District","=""1650011""","Special Education",20,"*","*","*","*"
"Windsor School District","=""1640011""","Non-Special Education",254,9,3.5,"*","*"
"Windsor School District","=""1640011""","Special Education",56,17,30.4,"*","*"
"Wolcott School District","=""1660011""","Non-Special Education",166,"*","*","*","*"
"Wolcott School District","=""1660011""","Special Education",16,0,"*","*","*"

