"Four-Year Graduation Rates, 2015-16"
"All Districts, Special Education Status"

"",,,,"Graduates",
"Granby School District","=""0560011""","Special Education",24,"*","*"
"Greenwich School District","=""0570011""","Non-Special Education",536,520,97.0
"Greenwich School District","=""0570011""","Special Education",98,78,79.6
"Griswold School District","=""0580011""","Non-Special Education",124,116,93.5
"Griswold School District","=""0580011""","Special Education",26,14,53.8
"Groton School District","=""0590011""","Non-Special Education",219,197,90.0
"Groton School District","=""0590011""","Special Education",47,32,68.1
"Guilford School District","=""0600011""","Non-Special Education",208,"*","*"
"Guilford School District","=""0600011""","Special Education",43,"*","*"
"Hamden School District","=""0620011""","Non-Special Education",378,357,94.4
"Hamden School District","=""0620011""","Special Education",87,50,57.5
"Hartford School District","=""0640011""","Non-Special Education",1229,942,76.6
"Hartford School District","=""0640011""","Special Education",286,129,45.1
"Jumoke Academy District","=""2610013""","Non-Special Education",7,"*","*"
"Jumoke Academy District","=""2610013""","Special Education","N/A","N/A","N/A"
"Killingly School District","=""0690011""","Non-Special Education",173,152,87.9
"Killingly School District","=""0690011""","Special Education",37,15,40.5
"Learn","=""2450014""","Non-Special Education",168,160,95.2
"Learn","=""2450014""","Special Education",25,22,88.0
"Lebanon School District","=""0710011""","Non-Special Education",89,"*","*"
"Lebanon School District","=""0710011""","Special Education",13,"*","*"
"Ledyard School District","=""0720011""","Non-Special Education",193,183,94.8
"Ledyard School District","=""0720011""","Special Education",39,27,69.2
"Litchfield School District","=""0740011""","Non-Special Education",76,"*","*"
"Litchfield School District","=""0740011""","Special Education",9,"*","*"
"Madison School District","=""0760011""","Non-Special Education",270,268,99.3
"Madison School District","=""0760011""","Special Education",32,27,84.4
"Manchester School District","=""0770011""","Non-Special Education",342,302,88.3
"Manchester School District","=""0770011""","Special Education",65,36,55.4
"Meriden School District","=""0800011""","Non-Special Education",478,387,81.0
"Meriden School District","=""0800011""","Special Education",133,38,28.6
"Middletown School District","=""0830011""","Non-Special Education",280,257,91.8
"Middletown School District","=""0830011""","Special Education",54,32,59.3
"Milford School District","=""0840011""","Non-Special Education",404,390,96.5
"Milford School District","=""0840011""","Special Education",78,55,70.5
"Monroe School District","=""0850011""","Non-Special Education",259,256,98.8
"Monroe School District","=""0850011""","Special Education",31,31,100.0
"Montville School District","=""0860011""","Non-Special Education",153,143,93.5
"Montville School District","=""0860011""","Special Education",27,21,77.8
"Naugatuck School District","=""0880011""","Non-Special Education",249,213,85.5
"Naugatuck School District","=""0880011""","Special Education",61,51,83.6
"New Britain School District","=""0890011""","Non-Special Education",527,394,74.8
"New Britain School District","=""0890011""","Special Education",118,60,50.8
"New Canaan School District","=""0900011""","Non-Special Education",238,"*","*"
"New Canaan School District","=""0900011""","Special Education",42,"*","*"
"New Fairfield School District","=""0910011""","Non-Special Education",217,"*","*"
"New Fairfield School District","=""0910011""","Special Education",26,"*","*"
"New Haven School District","=""0930011""","Non-Special Education",1226,995,81.2
"New Haven School District","=""0930011""","Special Education",221,127,57.5
"New London School District","=""0950011""","Non-Special Education",190,155,81.6
"New London School District","=""0950011""","Special Education",53,25,47.2
"New Milford School District","=""0960011""","Non-Special Education",302,287,95.0
"New Milford School District","=""0960011""","Special Education",40,26,65.0
"Newington School District","=""0940011""","Non-Special Education",259,249,96.1
"Newington School District","=""0940011""","Special Education",51,38,74.5
"Newtown School District","=""0970011""","Non-Special Education",385,378,98.2
"Newtown School District","=""0970011""","Special Education",39,27,69.2
"North Branford School District","=""0990011""","Non-Special Education",115,111,96.5
"North Branford School District","=""0990011""","Special Education",29,22,75.9
"North Haven School District","=""1010011""","Non-Special Education",239,230,96.2
"North Haven School District","=""1010011""","Special Education",27,20,74.1
"North Stonington School District","=""1020011""","Non-Special Education",42,"*","*"
"North Stonington School District","=""1020011""","Special Education",7,"*","*"
"Norwalk School District","=""1030011""","Non-Special Education",713,664,93.1
"Norwalk School District","=""1030011""","Special Education",100,71,71.0
"Norwich Free Academy District","=""9010022""","Non-Special Education",496,436,87.9
"Norwich Free Academy District","=""9010022""","Special Education",82,44,53.7
"Old Saybrook School District","=""1060011""","Non-Special Education",117,113,96.6
"Old Saybrook School District","=""1060011""","Special Education",18,12,"*"
"Oxford School District","=""1080011""","Non-Special Education",125,119,95.2
"Oxford School District","=""1080011""","Special Education",18,14,"*"
"Path Academy District","=""2930013""","Non-Special Education",27,"*","*"
"Path Academy District","=""2930013""","Special Education",11,"*","*"
"Plainfield School District","=""1090011""","Non-Special Education",159,142,89.3
"Plainfield School District","=""1090011""","Special Education",38,20,52.6
"Plainville School District","=""1100011""","Non-Special Education",173,166,96.0
"Plainville School District","=""1100011""","Special Education",28,17,60.7
"Plymouth School District","=""1110011""","Non-Special Education",85,80,94.1
"Plymouth School District","=""1110011""","Special Education",21,13,61.9
"Portland School District","=""1130011""","Non-Special Education",80,"*","*"
"Portland School District","=""1130011""","Special Education",9,"*","*"
"Putnam School District","=""1160011""","Non-Special Education",54,52,96.3
"Putnam School District","=""1160011""","Special Education",18,15,"*"
"Regional School District 01","=""2010012""","Non-Special Education",89,85,95.5
"Regional School District 01","=""2010012""","Special Education",11,11,"*"
"Regional School District 04","=""2040012""","Non-Special Education",123,"*","*"
"Regional School District 04","=""2040012""","Special Education",27,"*","*"
"Regional School District 05","=""2050012""","Non-Special Education",346,"*","*"
"Regional School District 05","=""2050012""","Special Education",51,"*","*"
"Regional School District 06","=""2060012""","Non-Special Education",86,"*","*"
"Regional School District 06","=""2060012""","Special Education",16,"*","*"
"Regional School District 07","=""2070012""","Non-Special Education",161,157,97.5
"Regional School District 07","=""2070012""","Special Education",30,22,73.3
"Regional School District 08","=""2080012""","Non-Special Education",222,210,94.6
"Regional School District 08","=""2080012""","Special Education",39,30,76.9
"Regional School District 09","=""2090012""","Non-Special Education",219,215,98.2
"Regional School District 09","=""2090012""","Special Education",35,28,80.0
"Regional School District 10","=""2100012""","Non-Special Education",175,"*","*"
"Regional School District 10","=""2100012""","Special Education",21,"*","*"
"Regional School District 11","=""2110012""","Non-Special Education",22,19,86.4
"Regional School District 11","=""2110012""","Special Education",11,7,"*"
"Regional School District 12","=""2120012""","Non-Special Education",67,"*","*"
"Regional School District 12","=""2120012""","Special Education",11,"*","*"
"Regional School District 13","=""2130012""","Non-Special Education",120,117,97.5
"Regional School District 13","=""2130012""","Special Education",29,18,62.1
"Regional School District 14","=""2140012""","Non-Special Education",165,"*","*"
"Regional School District 14","=""2140012""","Special Education",20,"*","*"
"Regional School District 15","=""2150012""","Non-Special Education",239,235,98.3
"Regional School District 15","=""2150012""","Special Education",50,38,76.0
"Regional School District 16","=""2160012""","Non-Special Education",164,"*","*"
"Regional School District 16","=""2160012""","Special Education",22,"*","*"
"Regional School District 17","=""2170012""","Non-Special Education",121,"*","*"
"Regional School District 17","=""2170012""","Special Education",28,"*","*"
"Regional School District 18","=""2180012""","Non-Special Education",92,"*","*"
"Regional School District 18","=""2180012""","Special Education",11,"*","*"
"Regional School District 19","=""2190012""","Non-Special Education",232,225,97.0
"Regional School District 19","=""2190012""","Special Education",56,40,71.4
"Ridgefield School District","=""1180011""","Non-Special Education",381,374,98.2
"Ridgefield School District","=""1180011""","Special Education",49,43,87.8
"Rocky Hill School District","=""1190011""","Non-Special Education",163,156,95.7
"Rocky Hill School District","=""1190011""","Special Education",20,14,70.0
"Seymour School District","=""1240011""","Non-Special Education",150,"*","*"
"Seymour School District","=""1240011""","Special Education",16,"*","*"
"Shelton School District","=""1260011""","Non-Special Education",361,352,97.5
"Shelton School District","=""1260011""","Special Education",55,29,52.7
"Simsbury School District","=""1280011""","Non-Special Education",317,"*","*"
"Simsbury School District","=""1280011""","Special Education",49,"*","*"
"Somers School District","=""1290011""","Non-Special Education",106,"*","*"
"Somers School District","=""1290011""","Special Education",19,"*","*"
"South Windsor School District","=""1320011""","Non-Special Education",285,278,97.5
"South Windsor School District","=""1320011""","Special Education",40,27,67.5
"Southington School District","=""1310011""","Non-Special Education",431,418,97.0
"Southington School District","=""1310011""","Special Education",67,48,71.6
"Stafford School District","=""1340011""","Non-Special Education",99,"*","*"
"Stafford School District","=""1340011""","Special Education",15,"*","*"
"Stamford Academy District","=""2820013""","Non-Special Education",44,"*","*"
"Stamford Academy District","=""2820013""","Special Education",9,"*","*"
"Stamford School District","=""1350011""","Non-Special Education",1045,946,90.5
"Stamford School District","=""1350011""","Special Education",146,108,74.0
"Stonington School District","=""1370011""","Non-Special Education",172,"*","*"
"Stonington School District","=""1370011""","Special Education",22,"*","*"
"Stratford School District","=""1380011""","Non-Special Education",515,485,94.2
"Stratford School District","=""1380011""","Special Education",72,40,55.6
"Suffield School District","=""1390011""","Non-Special Education",185,179,96.8
"Suffield School District","=""1390011""","Special Education",25,18,72.0
"The Bridge Academy District","=""2690013""","Non-Special Education",28,"*","*"
"The Bridge Academy District","=""2690013""","Special Education",6,"*","*"
"The Gilbert School District","=""9020022""","Non-Special Education",84,75,89.3
"The Gilbert School District","=""9020022""","Special Education",17,10,"*"
"Thomaston School District","=""1400011""","Non-Special Education",42,42,100.0
"Thomaston School District","=""1400011""","Special Education",10,9,"*"
"Thompson School District","=""1410011""","Non-Special Education",67,"*","*"
"Thompson School District","=""1410011""","Special Education",7,"*","*"
"Tolland School District","=""1420011""","Non-Special Education",195,192,98.5
"Tolland School District","=""1420011""","Special Education",22,13,59.1
"Torrington School District","=""1430011""","Non-Special Education",233,206,88.4
"Torrington School District","=""1430011""","Special Education",56,30,53.6
"Trumbull School District","=""1440011""","Non-Special Education",486,484,99.6
"Trumbull School District","=""1440011""","Special Education",50,42,84.0
"Unified School District #1","=""3360015""","Non-Special Education",217,"*","*"
"Unified School District #1","=""3360015""","Special Education",124,"*","*"
"Unified School District #2","=""3470015""","Non-Special Education",18,"*","*"
"Unified School District #2","=""3470015""","Special Education",31,"*","*"
"Vernon School District","=""1460011""","Non-Special Education",169,145,85.8
"Vernon School District","=""1460011""","Special Education",39,13,33.3
"Wallingford School District","=""1480011""","Non-Special Education",473,451,95.3
"Wallingford School District","=""1480011""","Special Education",84,57,67.9
"Waterbury School District","=""1510011""","Non-Special Education",1067,836,78.4
"Waterbury School District","=""1510011""","Special Education",215,104,48.4
"Waterford School District","=""1520011""","Non-Special Education",149,145,97.3
"Waterford School District","=""1520011""","Special Education",38,29,76.3
"Watertown School District","=""1530011""","Non-Special Education",201,195,97.0
"Watertown School District","=""1530011""","Special Education",26,23,88.5
"West Hartford School District","=""1550011""","Non-Special Education",674,651,96.6
"West Hartford School District","=""1550011""","Special Education",101,77,76.2
"West Haven School District","=""1560011""","Non-Special Education",390,313,80.3
"West Haven School District","=""1560011""","Special Education",75,47,62.7
"Westbrook School District","=""1540011""","Non-Special Education",52,"*","*"
"Westbrook School District","=""1540011""","Special Education",11,"*","*"
"Weston School District","=""1570011""","Non-Special Education",181,"*","*"
"Weston School District","=""1570011""","Special Education",23,"*","*"
"Westport School District","=""1580011""","Non-Special Education",410,"*","*"
"Westport School District","=""1580011""","Special Education",70,"*","*"
"Wethersfield School District","=""1590011""","Non-Special Education",275,268,97.5
"Wethersfield School District","=""1590011""","Special Education",36,23,63.9
"Wilton School District","=""1610011""","Non-Special Education",299,"*","*"
"Wilton School District","=""1610011""","Special Education",43,"*","*"
"Windham School District","=""1630011""","Non-Special Education",116,101,87.1
"Windham School District","=""1630011""","Special Education",34,18,52.9
"Windsor Locks School District","=""1650011""","Non-Special Education",117,110,94.0
"Windsor Locks School District","=""1650011""","Special Education",27,15,55.6
"Windsor School District","=""1640011""","Non-Special Education",224,212,94.6
"Windsor School District","=""1640011""","Special Education",51,25,49.0
"Wolcott School District","=""1660011""","Non-Special Education",197,189,95.9
"Wolcott School District","=""1660011""","Special Education",22,16,72.7
"Woodstock Academy District","=""9030022""","Non-Special Education",227,"*","*"
"Woodstock Academy District","=""9030022""","Special Education",17,"*","*"

