"Four-Year Graduation Rates, 2014-15"
"All Districts, Special Education Status"

"",,,"Graduates",,"Non-Graduates",,,
"Darien School District","Non-Special Education",292,288,98.6,"*","*","*","*"
"Darien School District","Special Education",42,35,83.3,"*","*","*","*"
"Derby School District","Non-Special Education",86,70,81.4,"*","*","*","*"
"Derby School District","Special Education",16,15,93.8,"*","*","*","*"
"East Granby School District","Non-Special Education",54,54,100.0,"*","*","*","*"
"East Granby School District","Special Education",7,7,100.0,"*","*","*","*"
"East Haddam School District","Non-Special Education",93,90,96.8,"*","*","*","*"
"East Haddam School District","Special Education",20,12,60.0,"*","*","*","*"
"East Hampton School District","Non-Special Education",114,112,98.2,"*","*","*","*"
"East Hampton School District","Special Education",13,8,61.5,"*","*","*","*"
"East Hartford School District","Non-Special Education",469,428,91.3,12,2.6,29,6.2
"East Hartford School District","Special Education",97,70,72.2,14,14.4,13,13.4
"East Haven School District","Non-Special Education",200,161,80.5,"*","*",37,18.5
"East Haven School District","Special Education",44,23,52.3,"*","*",12,27.3
"East Lyme School District","Non-Special Education",239,234,97.9,"*","*","*","*"
"East Lyme School District","Special Education",35,26,74.3,"*","*","*","*"
"East Windsor School District","Non-Special Education",70,63,90.0,"*","*","*","*"
"East Windsor School District","Special Education",20,15,75.0,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-Special Education",63,46,73.0,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Special Education",9,8,88.9,"*","*","*","*"
"Ellington School District","Non-Special Education",171,171,100.0,"*","*","*","*"
"Ellington School District","Special Education",35,29,82.9,"*","*","*","*"
"Elm City College Preparatory School District","Non-Special Education","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","Special Education","*","*","*","*","*","*","*"
"Enfield School District","Non-Special Education",338,304,89.9,6,1.8,28,8.3
"Enfield School District","Special Education",54,36,66.7,9,16.7,9,16.7
"Explorations District","Non-Special Education",13,11,84.6,"*","*","*","*"
"Explorations District","Special Education",10,9,90.0,"*","*","*","*"
"Fairfield School District","Non-Special Education",624,609,97.6,6,1.0,9,1.4
"Fairfield School District","Special Education",93,66,71.0,18,19.4,8,8.6
"Farmington School District","Non-Special Education",295,291,98.6,"*","*","*","*"
"Farmington School District","Special Education",40,30,75.0,"*","*","*","*"
"Glastonbury School District","Non-Special Education",469,465,99.1,"*","*","*","*"
"Glastonbury School District","Special Education",55,47,85.5,"*","*","*","*"
"Granby School District","Non-Special Education",149,146,98.0,"*","*","*","*"
"Granby School District","Special Education",16,15,93.8,"*","*","*","*"
"Greenwich School District","Non-Special Education",558,544,97.5,9,1.6,"*","*"
"Greenwich School District","Special Education",89,72,80.9,15,16.9,"*","*"
"Griswold School District","Non-Special Education",123,116,94.3,"*","*","*","*"
"Griswold School District","Special Education",25,15,60.0,"*","*","*","*"
"Groton School District","Non-Special Education",239,218,91.2,"*","*","*","*"
"Groton School District","Special Education",33,20,60.6,"*","*","*","*"
"Guilford School District","Non-Special Education",242,236,97.5,"*","*","*","*"
"Guilford School District","Special Education",32,24,75.0,"*","*","*","*"
"Hamden School District","Non-Special Education",385,358,93.0,7,1.8,20,5.2
"Hamden School District","Special Education",80,53,66.3,16,20.0,11,13.8
"Hartford School District","Non-Special Education",1215,902,74.2,102,8.4,211,17.4
"Hartford School District","Special Education",269,139,51.7,70,26.0,60,22.3
"Killingly School District","Non-Special Education",170,142,83.5,11,6.5,17,10.0
"Killingly School District","Special Education",33,14,42.4,10,30.3,9,27.3
"Learn","Non-Special Education",150,136,90.7,"*","*","*","*"
"Learn","Special Education",26,21,80.8,"*","*","*","*"
"Lebanon School District","Non-Special Education",80,78,97.5,"*","*","*","*"
"Lebanon School District","Special Education",15,12,80.0,"*","*","*","*"
"Ledyard School District","Non-Special Education",199,195,98.0,"*","*","*","*"
"Ledyard School District","Special Education",34,21,61.8,"*","*","*","*"
"Litchfield School District","Non-Special Education",59,59,100.0,"*","*","*","*"
"Litchfield School District","Special Education",11,11,100.0,"*","*","*","*"
"Madison School District","Non-Special Education",268,266,99.3,"*","*","*","*"
"Madison School District","Special Education",41,39,95.1,"*","*","*","*"
"Manchester School District","Non-Special Education",372,322,86.6,12,3.2,38,10.2
"Manchester School District","Special Education",82,45,54.9,17,20.7,20,24.4
"Meriden School District","Non-Special Education",509,406,79.8,19,3.7,84,16.5
"Meriden School District","Special Education",117,57,48.7,30,25.6,30,25.6
"Middletown School District","Non-Special Education",267,253,94.8,"*","*","*","*"
"Middletown School District","Special Education",48,25,52.1,"*","*","*","*"
"Milford School District","Non-Special Education",384,361,94.0,10,2.6,"*","*"
"Milford School District","Special Education",75,56,74.7,17,22.7,"*","*"
"Monroe School District","Non-Special Education",294,293,99.7,"*","*","*","*"
"Monroe School District","Special Education",27,20,74.1,"*","*","*","*"
"Montville School District","Non-Special Education",162,156,96.3,"*","*","*","*"
"Montville School District","Special Education",17,11,64.7,"*","*","*","*"
"Naugatuck School District","Non-Special Education",283,251,88.7,9,3.2,23,8.1
"Naugatuck School District","Special Education",54,37,68.5,8,14.8,9,16.7
"New Britain School District","Non-Special Education",524,386,73.7,43,8.2,95,18.1
"New Britain School District","Special Education",136,67,49.3,29,21.3,40,29.4
"New Canaan School District","Non-Special Education",269,269,100.0,"*","*","*","*"
"New Canaan School District","Special Education",38,35,92.1,"*","*","*","*"
"New Fairfield School District","Non-Special Education",240,239,99.6,"*","*","*","*"
"New Fairfield School District","Special Education",24,22,91.7,"*","*","*","*"
"New Haven School District","Non-Special Education",1277,995,77.9,68,5.3,214,16.8
"New Haven School District","Special Education",208,120,57.7,51,24.5,37,17.8
"New London School District","Non-Special Education",154,123,79.9,"*","*",26,16.9
"New London School District","Special Education",48,26,54.2,"*","*",9,18.8
"New Milford School District","Non-Special Education",305,294,96.4,"*","*",10,3.3
"New Milford School District","Special Education",66,41,62.1,"*","*",13,19.7
"Newington School District","Non-Special Education",308,290,94.2,"*","*","*","*"
"Newington School District","Special Education",50,42,84.0,"*","*","*","*"
"Newtown School District","Non-Special Education",414,409,98.8,"*","*","*","*"
"Newtown School District","Special Education",39,23,59.0,"*","*","*","*"
"North Branford School District","Non-Special Education",141,136,96.5,"*","*","*","*"
"North Branford School District","Special Education",25,19,76.0,"*","*","*","*"
"North Haven School District","Non-Special Education",256,246,96.1,"*","*","*","*"
"North Haven School District","Special Education",40,24,60.0,"*","*","*","*"
"North Stonington School District","Non-Special Education",45,"*","*","*","*","*","*"
"North Stonington School District","Special Education",6,"*","*","*","*","*","*"
"Norwalk School District","Non-Special Education",773,713,92.2,11,1.4,49,6.3
"Norwalk School District","Special Education",103,72,69.9,14,13.6,17,16.5
"Norwich Free Academy District","Non-Special Education",513,467,91.0,"*","*",44,8.6
"Norwich Free Academy District","Special Education",77,50,64.9,"*","*",20,26.0
"Old Saybrook School District","Non-Special Education",106,105,99.1,"*","*","*","*"
"Old Saybrook School District","Special Education",20,15,75.0,"*","*","*","*"
"Oxford School District","Non-Special Education",114,109,95.6,"*","*","*","*"
"Oxford School District","Special Education",11,7,63.6,"*","*","*","*"
"Plainfield School District","Non-Special Education",140,122,87.1,"*","*","*","*"
"Plainfield School District","Special Education",28,15,53.6,"*","*","*","*"
"Plainville School District","Non-Special Education",155,144,92.9,"*","*",10,6.5
"Plainville School District","Special Education",27,18,66.7,"*","*",6,22.2
"Plymouth School District","Non-Special Education",100,94,94.0,"*","*","*","*"
"Plymouth School District","Special Education",21,12,57.1,"*","*","*","*"
"Portland School District","Non-Special Education",82,"*","*","*","*","*","*"
"Portland School District","Special Education",10,"*","*","*","*","*","*"
"Putnam School District","Non-Special Education",52,50,96.2,"*","*","*","*"
"Putnam School District","Special Education",13,6,46.2,"*","*","*","*"
"Regional School District 01","Non-Special Education",75,72,96.0,"*","*","*","*"
"Regional School District 01","Special Education",12,10,83.3,"*","*","*","*"
"Regional School District 04","Non-Special Education",155,152,98.1,"*","*","*","*"
"Regional School District 04","Special Education",27,24,88.9,"*","*","*","*"
"Regional School District 05","Non-Special Education",376,368,97.9,"*","*","*","*"
"Regional School District 05","Special Education",41,34,82.9,"*","*","*","*"
"Regional School District 06","Non-Special Education",76,74,97.4,"*","*","*","*"
"Regional School District 06","Special Education",11,9,81.8,"*","*","*","*"
"Regional School District 07","Non-Special Education",125,124,99.2,"*","*","*","*"
"Regional School District 07","Special Education",18,15,83.3,"*","*","*","*"
"Regional School District 08","Non-Special Education",234,225,96.2,"*","*","*","*"
"Regional School District 08","Special Education",35,24,68.6,"*","*","*","*"
"Regional School District 09","Non-Special Education",229,225,98.3,"*","*","*","*"
"Regional School District 09","Special Education",27,21,77.8,"*","*","*","*"
"Regional School District 10","Non-Special Education",168,165,98.2,"*","*","*","*"
"Regional School District 10","Special Education",23,18,78.3,"*","*","*","*"
"Regional School District 11","Non-Special Education",38,38,100.0,"*","*","*","*"
"Regional School District 11","Special Education",13,12,92.3,"*","*","*","*"
"Regional School District 12","Non-Special Education",56,54,96.4,"*","*","*","*"
"Regional School District 12","Special Education",16,16,100.0,"*","*","*","*"
"Regional School District 13","Non-Special Education",120,120,100.0,"*","*","*","*"
"Regional School District 13","Special Education",34,21,61.8,"*","*","*","*"
"Regional School District 14","Non-Special Education",165,164,99.4,"*","*","*","*"
"Regional School District 14","Special Education",24,22,91.7,"*","*","*","*"
"Regional School District 15","Non-Special Education",260,251,96.5,"*","*","*","*"
"Regional School District 15","Special Education",33,27,81.8,"*","*","*","*"
"Regional School District 16","Non-Special Education",157,"*","*","*","*","*","*"
"Regional School District 16","Special Education",10,"*","*","*","*","*","*"
"Regional School District 17","Non-Special Education",147,147,100.0,"*","*","*","*"
"Regional School District 17","Special Education",21,15,71.4,"*","*","*","*"
"Regional School District 18","Non-Special Education",78,76,97.4,"*","*","*","*"
"Regional School District 18","Special Education",11,8,72.7,"*","*","*","*"
"Regional School District 19","Non-Special Education",251,239,95.2,7,2.8,"*","*"
"Regional School District 19","Special Education",41,28,68.3,10,24.4,"*","*"
"Ridgefield School District","Non-Special Education",387,381,98.4,"*","*","*","*"
"Ridgefield School District","Special Education",59,48,81.4,"*","*","*","*"
"Rocky Hill School District","Non-Special Education",174,165,94.8,"*","*","*","*"
"Rocky Hill School District","Special Education",22,16,72.7,"*","*","*","*"
"Seymour School District","Non-Special Education",131,122,93.1,"*","*","*","*"
"Seymour School District","Special Education",17,10,58.8,"*","*","*","*"
"Shelton School District","Non-Special Education",328,321,97.9,"*","*","*","*"
"Shelton School District","Special Education",42,27,64.3,"*","*","*","*"
"Simsbury School District","Non-Special Education",328,322,98.2,"*","*","*","*"
"Simsbury School District","Special Education",54,42,77.8,"*","*","*","*"
"Somers School District","Non-Special Education",117,113,96.6,"*","*","*","*"
"Somers School District","Special Education",13,9,69.2,"*","*","*","*"
"South Windsor School District","Non-Special Education",303,294,97.0,"*","*",9,3.0
"South Windsor School District","Special Education",52,34,65.4,"*","*",6,11.5
"Southington School District","Non-Special Education",437,421,96.3,"*","*","*","*"
"Southington School District","Special Education",82,61,74.4,"*","*","*","*"
"Stafford School District","Non-Special Education",75,72,96.0,"*","*","*","*"
"Stafford School District","Special Education",17,13,76.5,"*","*","*","*"
"Stamford Academy District","Non-Special Education",40,"*","*","*","*","*","*"
"Stamford Academy District","Special Education",8,"*","*","*","*","*","*"
"Stamford School District","Non-Special Education",1046,943,90.2,28,2.7,75,7.2
"Stamford School District","Special Education",171,121,70.8,38,22.2,10,5.8
"Stonington School District","Non-Special Education",179,169,94.4,"*","*","*","*"
"Stonington School District","Special Education",21,12,57.1,"*","*","*","*"
"Stratford School District","Non-Special Education",493,463,93.9,9,1.8,"*","*"
"Stratford School District","Special Education",42,27,64.3,12,28.6,"*","*"
"Suffield School District","Non-Special Education",185,183,98.9,"*","*","*","*"
"Suffield School District","Special Education",27,20,74.1,"*","*","*","*"
"The Bridge Academy District","Non-Special Education","*","*","*","*","*","*","*"
"The Bridge Academy District","Special Education","*","*","*","*","*","*","*"
"The Gilbert School District","Non-Special Education",74,69,93.2,"*","*","*","*"
"The Gilbert School District","Special Education",16,12,75.0,"*","*","*","*"
"Thomaston School District","Non-Special Education",55,55,100.0,"*","*","*","*"
"Thomaston School District","Special Education",8,6,75.0,"*","*","*","*"
"Thompson School District","Non-Special Education",61,58,95.1,"*","*","*","*"
"Thompson School District","Special Education",9,7,77.8,"*","*","*","*"
"Tolland School District","Non-Special Education",193,190,98.4,"*","*","*","*"
"Tolland School District","Special Education",19,11,57.9,"*","*","*","*"
"Torrington School District","Non-Special Education",214,193,90.2,7,3.3,14,6.5
"Torrington School District","Special Education",68,43,63.2,13,19.1,12,17.6
"Trumbull School District","Non-Special Education",487,485,99.6,"*","*","*","*"
"Trumbull School District","Special Education",47,39,83.0,"*","*","*","*"
"Unified School District #1","Non-Special Education",240,"*","*",41,17.1,195,81.3
"Unified School District #1","Special Education",172,"*","*",31,18.0,135,78.5
"Unified School District #2","Non-Special Education",12,"*","*","*","*",10,83.3
"Unified School District #2","Special Education",30,"*","*","*","*",18,60.0
"Vernon School District","Non-Special Education",198,178,89.9,"*","*",17,8.6
"Vernon School District","Special Education",46,28,60.9,"*","*",11,23.9
"Wallingford School District","Non-Special Education",431,412,95.6,"*","*",14,3.2
"Wallingford School District","Special Education",71,56,78.9,"*","*",8,11.3
"Waterbury School District","Non-Special Education",1096,820,74.8,24,2.2,252,23.0
"Waterbury School District","Special Education",248,110,44.4,48,19.4,89,35.9
"Waterford School District","Non-Special Education",181,176,97.2,"*","*","*","*"
"Waterford School District","Special Education",35,25,71.4,"*","*","*","*"
"Watertown School District","Non-Special Education",173,163,94.2,"*","*","*","*"
"Watertown School District","Special Education",32,18,56.3,"*","*","*","*"
"West Hartford School District","Non-Special Education",631,616,97.6,"*","*",10,1.6
"West Hartford School District","Special Education",107,72,67.3,"*","*",12,11.2
"West Haven School District","Non-Special Education",377,302,80.1,9,2.4,66,17.5
"West Haven School District","Special Education",47,27,57.4,10,21.3,10,21.3
"Westbrook School District","Non-Special Education",72,70,97.2,"*","*","*","*"
"Westbrook School District","Special Education",6,6,100.0,"*","*","*","*"
"Weston School District","Non-Special Education",143,142,99.3,"*","*","*","*"
"Weston School District","Special Education",24,19,79.2,"*","*","*","*"
"Westport School District","Non-Special Education",412,411,99.8,"*","*","*","*"
"Westport School District","Special Education",50,45,90.0,"*","*","*","*"
"Wethersfield School District","Non-Special Education",252,241,95.6,"*","*","*","*"
"Wethersfield School District","Special Education",32,17,53.1,"*","*","*","*"
"Wilton School District","Non-Special Education",279,276,98.9,"*","*","*","*"
"Wilton School District","Special Education",51,41,80.4,"*","*","*","*"
"Windham School District","Non-Special Education",100,87,87.0,"*","*",10,10.0
"Windham School District","Special Education",30,18,60.0,"*","*",6,20.0
"Windsor Locks School District","Non-Special Education",112,102,91.1,"*","*","*","*"
"Windsor Locks School District","Special Education",19,12,63.2,"*","*","*","*"
"Windsor School District","Non-Special Education",251,235,93.6,"*","*","*","*"
"Windsor School District","Special Education",59,38,64.4,"*","*","*","*"
"Wolcott School District","Non-Special Education",156,154,98.7,"*","*","*","*"
"Wolcott School District","Special Education",24,20,83.3,"*","*","*","*"
"Woodstock Academy District","Non-Special Education",268,265,98.9,"*","*","*","*"
"Woodstock Academy District","Special Education",18,17,94.4,"*","*","*","*"

