"Four-Year Graduation Rates, 2011-12"
"All Districts, Special Education Status"

"",,,"Non-Graduates",,,
"Enfield School District","Special Education",86,18,20.9,16,18.6
"Explorations District","Non-Special Education",20,"*","*","*","*"
"Explorations District","Special Education",8,"*","*","*","*"
"Fairfield School District","Non-Special Education",597,11,1.8,"*","*"
"Fairfield School District","Special Education",93,11,11.8,"*","*"
"Farmington School District","Non-Special Education",274,"*","*","*","*"
"Farmington School District","Special Education",30,"*","*","*","*"
"Glastonbury School District","Non-Special Education",453,"*","*","*","*"
"Glastonbury School District","Special Education",59,"*","*","*","*"
"Granby School District","Non-Special Education",167,"*","*","*","*"
"Granby School District","Special Education",22,"*","*","*","*"
"Greenwich School District","Non-Special Education",551,16,2.9,"*","*"
"Greenwich School District","Special Education",95,12,12.6,"*","*"
"Griswold School District","Non-Special Education",157,"*","*","*","*"
"Griswold School District","Special Education",27,"*","*","*","*"
"Groton School District","Non-Special Education",303,"*","*",44,14.5
"Groton School District","Special Education",42,"*","*",6,14.3
"Guilford School District","Non-Special Education",251,"*","*","*","*"
"Guilford School District","Special Education",36,"*","*","*","*"
"Hamden School District","Non-Special Education",435,21,4.8,30,6.9
"Hamden School District","Special Education",88,16,18.2,15,17.0
"Hartford School District","Non-Special Education",1127,152,13.5,187,16.6
"Hartford School District","Special Education",269,92,34.2,63,23.4
"Killingly School District","Non-Special Education",159,8,5.0,22,13.8
"Killingly School District","Special Education",32,7,21.9,7,21.9
"Lebanon School District","Non-Special Education",116,"*","*","*","*"
"Lebanon School District","Special Education",16,"*","*","*","*"
"Ledyard School District","Non-Special Education",185,"*","*","*","*"
"Ledyard School District","Special Education",27,"*","*","*","*"
"Lisbon School District","Non-Special Education","*","*","*","*","*"
"Lisbon School District","Special Education","*","*","*","*","*"
"Litchfield School District","Non-Special Education","*","*","*","*","*"
"Litchfield School District","Special Education","*","*","*","*","*"
"Madison School District","Non-Special Education",288,"*","*","*","*"
"Madison School District","Special Education",47,"*","*","*","*"
"Manchester School District","Non-Special Education",419,24,5.7,68,16.2
"Manchester School District","Special Education",99,26,26.3,21,21.2
"Meriden School District","Non-Special Education",521,25,4.8,108,20.7
"Meriden School District","Special Education",106,26,24.5,32,30.2
"Middletown School District","Non-Special Education",288,18,6.3,37,12.8
"Middletown School District","Special Education",59,15,25.4,13,22.0
"Milford School District","Non-Special Education",430,26,6.0,17,4.0
"Milford School District","Special Education",85,20,23.5,9,10.6
"Monroe School District","Non-Special Education",322,"*","*","*","*"
"Monroe School District","Special Education",17,"*","*","*","*"
"Montville School District","Non-Special Education",185,"*","*",13,7.0
"Montville School District","Special Education",38,"*","*",13,34.2
"Naugatuck School District","Non-Special Education",317,6,1.9,36,11.4
"Naugatuck School District","Special Education",51,10,19.6,6,11.8
"New Britain School District","Non-Special Education",550,55,10.0,135,24.5
"New Britain School District","Special Education",114,37,32.5,35,30.7
"New Canaan School District","Non-Special Education",283,"*","*","*","*"
"New Canaan School District","Special Education",46,"*","*","*","*"
"New Fairfield School District","Non-Special Education",209,"*","*","*","*"
"New Fairfield School District","Special Education",23,"*","*","*","*"
"New Haven School District","Non-Special Education",1163,61,5.2,246,21.2
"New Haven School District","Special Education",169,51,30.2,30,17.8
"New London School District","Non-Special Education",182,17,9.3,41,22.5
"New London School District","Special Education",57,20,35.1,13,22.8
"New Milford School District","Non-Special Education",332,"*","*",16,4.8
"New Milford School District","Special Education",58,"*","*",6,10.3
"Newington School District","Non-Special Education",294,"*","*","*","*"
"Newington School District","Special Education",44,"*","*","*","*"
"Newtown School District","Non-Special Education",368,"*","*","*","*"
"Newtown School District","Special Education",38,"*","*","*","*"
"North Branford School District","Non-Special Education",146,"*","*","*","*"
"North Branford School District","Special Education",16,"*","*","*","*"
"North Haven School District","Non-Special Education",261,"*","*","*","*"
"North Haven School District","Special Education",31,"*","*","*","*"
"North Stonington School District","Non-Special Education",48,"*","*","*","*"
"North Stonington School District","Special Education",6,"*","*","*","*"
"Norwalk School District","Non-Special Education",768,23,3.0,82,10.7
"Norwalk School District","Special Education",105,13,12.4,14,13.3
"Norwich Free Academy District","Non-Special Education",548,"*","*",68,12.4
"Norwich Free Academy District","Special Education",97,"*","*",13,13.4
"Norwich School District","Non-Special Education",29,"*","*",22,75.9
"Norwich School District","Special Education",38,"*","*",12,31.6
"Old Saybrook School District","Non-Special Education",126,"*","*","*","*"
"Old Saybrook School District","Special Education",18,"*","*","*","*"
"Oxford School District","Non-Special Education",137,"*","*","*","*"
"Oxford School District","Special Education",9,"*","*","*","*"
"Plainfield School District","Non-Special Education",158,"*","*",9,5.7
"Plainfield School District","Special Education",45,"*","*",8,17.8
"Plainville School District","Non-Special Education",178,"*","*","*","*"
"Plainville School District","Special Education",29,"*","*","*","*"
"Plymouth School District","Non-Special Education",122,"*","*","*","*"
"Plymouth School District","Special Education",17,"*","*","*","*"
"Portland School District","Non-Special Education",85,"*","*","*","*"
"Portland School District","Special Education",7,"*","*","*","*"
"Putnam School District","Non-Special Education",54,"*","*","*","*"
"Putnam School District","Special Education",11,"*","*","*","*"
"Regional School District 01","Non-Special Education",114,"*","*","*","*"
"Regional School District 01","Special Education",26,"*","*","*","*"
"Regional School District 04","Non-Special Education",136,"*","*","*","*"
"Regional School District 04","Special Education",24,"*","*","*","*"
"Regional School District 05","Non-Special Education",389,"*","*","*","*"
"Regional School District 05","Special Education",45,"*","*","*","*"
"Regional School District 06","Non-Special Education",76,"*","*","*","*"
"Regional School District 06","Special Education",11,"*","*","*","*"
"Regional School District 07","Non-Special Education",168,"*","*","*","*"
"Regional School District 07","Special Education",37,"*","*","*","*"
"Regional School District 08","Non-Special Education",259,9,3.5,"*","*"
"Regional School District 08","Special Education",37,6,16.2,"*","*"
"Regional School District 09","Non-Special Education",213,"*","*","*","*"
"Regional School District 09","Special Education",25,"*","*","*","*"
"Regional School District 10","Non-Special Education",205,"*","*","*","*"
"Regional School District 10","Special Education",25,"*","*","*","*"
"Regional School District 11","Non-Special Education",31,"*","*","*","*"
"Regional School District 11","Special Education",11,"*","*","*","*"
"Regional School District 12","Non-Special Education",65,"*","*","*","*"
"Regional School District 12","Special Education",9,"*","*","*","*"
"Regional School District 13","Non-Special Education",119,"*","*","*","*"
"Regional School District 13","Special Education",23,"*","*","*","*"
"Regional School District 14","Non-Special Education",174,"*","*","*","*"
"Regional School District 14","Special Education",21,"*","*","*","*"
"Regional School District 15","Non-Special Education",284,6,2.1,"*","*"
"Regional School District 15","Special Education",45,7,15.6,"*","*"
"Regional School District 16","Non-Special Education",176,"*","*","*","*"
"Regional School District 16","Special Education",21,"*","*","*","*"
"Regional School District 17","Non-Special Education",165,"*","*","*","*"
"Regional School District 17","Special Education",25,"*","*","*","*"
"Regional School District 18","Non-Special Education",91,"*","*","*","*"
"Regional School District 18","Special Education",13,"*","*","*","*"
"Regional School District 19","Non-Special Education",240,7,2.9,"*","*"
"Regional School District 19","Special Education",58,13,22.4,"*","*"
"Ridgefield School District","Non-Special Education",391,"*","*","*","*"
"Ridgefield School District","Special Education",52,"*","*","*","*"
"Rocky Hill School District","Non-Special Education",187,"*","*","*","*"
"Rocky Hill School District","Special Education",21,"*","*","*","*"
"Seymour School District","Non-Special Education",138,"*","*","*","*"
"Seymour School District","Special Education",16,"*","*","*","*"
"Shelton School District","Non-Special Education",396,"*","*",15,3.8
"Shelton School District","Special Education",32,"*","*",7,21.9
"Simsbury School District","Non-Special Education",359,7,1.9,"*","*"
"Simsbury School District","Special Education",48,7,14.6,"*","*"
"Somers School District","Non-Special Education",131,"*","*","*","*"
"Somers School District","Special Education",11,"*","*","*","*"
"South Windsor School District","Non-Special Education",331,7,2.1,"*","*"
"South Windsor School District","Special Education",55,10,18.2,"*","*"
"Southington School District","Non-Special Education",429,10,2.3,"*","*"
"Southington School District","Special Education",69,19,27.5,"*","*"
"Stafford School District","Non-Special Education",127,"*","*","*","*"
"Stafford School District","Special Education",15,"*","*","*","*"
"Stamford Academy District","Non-Special Education",26,"*","*","*","*"
"Stamford Academy District","Special Education",10,"*","*","*","*"
"Stamford School District","Non-Special Education",1043,45,4.3,94,9.0
"Stamford School District","Special Education",143,24,16.8,12,8.4
"Stonington School District","Non-Special Education",161,"*","*","*","*"
"Stonington School District","Special Education",21,"*","*","*","*"
"Stratford School District","Non-Special Education",529,15,2.8,38,7.2
"Stratford School District","Special Education",56,14,25.0,12,21.4
"Suffield School District","Non-Special Education",185,"*","*","*","*"
"Suffield School District","Special Education",22,"*","*","*","*"
"The Bridge Academy District","Non-Special Education","*","*","*","*","*"
"The Bridge Academy District","Special Education","*","*","*","*","*"
"The Gilbert School District","Non-Special Education",85,"*","*","*","*"
"The Gilbert School District","Special Education",6,"*","*","*","*"
"Thomaston School District","Non-Special Education",73,"*","*","*","*"
"Thomaston School District","Special Education",19,"*","*","*","*"
"Thompson School District","Non-Special Education",90,"*","*","*","*"
"Thompson School District","Special Education",11,"*","*","*","*"
"Tolland School District","Non-Special Education",207,"*","*","*","*"
"Tolland School District","Special Education",23,"*","*","*","*"
"Torrington School District","Non-Special Education",255,"*","*",35,13.7
"Torrington School District","Special Education",46,"*","*",10,21.7
"Trumbull School District","Non-Special Education",499,"*","*","*","*"
"Trumbull School District","Special Education",44,"*","*","*","*"
"Unified School District #1","Non-Special Education",332,69,20.8,260,78.3
"Unified School District #1","Special Education",199,80,40.2,113,56.8
"Unified School District #2","Non-Special Education",19,"*","*",13,68.4
"Unified School District #2","Special Education",40,"*","*",26,65.0
"Vernon School District","Non-Special Education",239,10,4.2,26,10.9
"Vernon School District","Special Education",27,6,22.2,6,22.2
"Wallingford School District","Non-Special Education",468,"*","*",16,3.4
"Wallingford School District","Special Education",69,"*","*",8,11.6
"Waterbury School District","Non-Special Education",1098,29,2.6,341,31.1
"Waterbury School District","Special Education",178,43,24.2,64,36.0
"Waterford School District","Non-Special Education",210,"*","*","*","*"
"Waterford School District","Special Education",31,"*","*","*","*"
"Watertown School District","Non-Special Education",204,"*","*","*","*"
"Watertown School District","Special Education",28,"*","*","*","*"
"West Hartford School District","Non-Special Education",661,13,2.0,21,3.2
"West Hartford School District","Special Education",92,15,16.3,6,6.5
"West Haven School District","Non-Special Education",342,7,2.0,77,22.5
"West Haven School District","Special Education",49,10,20.4,15,30.6
"Westbrook School District","Non-Special Education",76,"*","*","*","*"
"Westbrook School District","Special Education",6,"*","*","*","*"
"Weston School District","Non-Special Education",170,"*","*","*","*"
"Weston School District","Special Education",21,"*","*","*","*"
"Westport School District","Non-Special Education",367,"*","*","*","*"
"Westport School District","Special Education",62,"*","*","*","*"
"Wethersfield School District","Non-Special Education",266,6,2.3,"*","*"
"Wethersfield School District","Special Education",26,6,23.1,"*","*"
"Wilton School District","Non-Special Education",281,"*","*","*","*"
"Wilton School District","Special Education",32,"*","*","*","*"
"Windham School District","Non-Special Education",134,11,8.2,22,16.4
"Windham School District","Special Education",47,8,17.0,13,27.7
"Windsor Locks School District","Non-Special Education",136,"*","*","*","*"
"Windsor Locks School District","Special Education",12,"*","*","*","*"
"Windsor School District","Non-Special Education",282,13,4.6,22,7.8
"Windsor School District","Special Education",39,7,17.9,6,15.4
"Wolcott School District","Non-Special Education",193,"*","*","*","*"
"Wolcott School District","Special Education",26,"*","*","*","*"
"Woodstock Academy District","Non-Special Education",268,"*","*","*","*"
"Woodstock Academy District","Special Education",17,"*","*","*","*"

