"Four-Year Graduation Rates, 2017-18"
"All Districts, Special Education Status"

"",,,,"Graduates",
"Regional School District 04","=""2040012""","Non-Special Education",135,134,99.3
"Regional School District 04","=""2040012""","Special Education",21,17,81.0
"Regional School District 05","=""2050012""","Non-Special Education",333,328,98.5
"Regional School District 05","=""2050012""","Special Education",32,20,62.5
"Regional School District 06","=""2060012""","Non-Special Education",85,84,98.8
"Regional School District 06","=""2060012""","Special Education",23,21,91.3
"Regional School District 07","=""2070012""","Non-Special Education",156,156,100.0
"Regional School District 07","=""2070012""","Special Education",9,6,"*"
"Regional School District 08","=""2080012""","Non-Special Education",245,239,97.6
"Regional School District 08","=""2080012""","Special Education",28,19,67.9
"Regional School District 09","=""2090012""","Non-Special Education",220,217,98.6
"Regional School District 09","=""2090012""","Special Education",15,10,"*"
"Regional School District 10","=""2100012""","Non-Special Education",182,179,98.4
"Regional School District 10","=""2100012""","Special Education",20,14,70.0
"Regional School District 11","=""2110012""","Non-Special Education",27,"*","*"
"Regional School District 11","=""2110012""","Special Education",7,"*","*"
"Regional School District 12","=""2120012""","Non-Special Education",51,50,98.0
"Regional School District 12","=""2120012""","Special Education",14,10,"*"
"Regional School District 13","=""2130012""","Non-Special Education",118,117,99.2
"Regional School District 13","=""2130012""","Special Education",16,8,"*"
"Regional School District 14","=""2140012""","Non-Special Education",160,160,100.0
"Regional School District 14","=""2140012""","Special Education",31,26,83.9
"Regional School District 15","=""2150012""","Non-Special Education",245,243,99.2
"Regional School District 15","=""2150012""","Special Education",47,33,70.2
"Regional School District 16","=""2160012""","Non-Special Education",154,151,98.1
"Regional School District 16","=""2160012""","Special Education",17,15,"*"
"Regional School District 17","=""2170012""","Non-Special Education",153,149,97.4
"Regional School District 17","=""2170012""","Special Education",15,10,"*"
"Regional School District 18","=""2180012""","Non-Special Education",107,103,96.3
"Regional School District 18","=""2180012""","Special Education",11,10,"*"
"Regional School District 19","=""2190012""","Non-Special Education",260,249,95.8
"Regional School District 19","=""2190012""","Special Education",48,35,72.9
"Ridgefield School District","=""1180011""","Non-Special Education",388,384,99.0
"Ridgefield School District","=""1180011""","Special Education",39,24,61.5
"Rocky Hill School District","=""1190011""","Non-Special Education",161,159,98.8
"Rocky Hill School District","=""1190011""","Special Education",18,13,"*"
"Seymour School District","=""1240011""","Non-Special Education",140,136,97.1
"Seymour School District","=""1240011""","Special Education",18,12,"*"
"Shelton School District","=""1260011""","Non-Special Education",325,305,93.8
"Shelton School District","=""1260011""","Special Education",34,18,52.9
"Simsbury School District","=""1280011""","Non-Special Education",299,297,99.3
"Simsbury School District","=""1280011""","Special Education",45,27,60.0
"Somers School District","=""1290011""","Non-Special Education",105,103,98.1
"Somers School District","=""1290011""","Special Education",12,10,"*"
"South Windsor School District","=""1320011""","Non-Special Education",295,290,98.3
"South Windsor School District","=""1320011""","Special Education",52,38,73.1
"Southington School District","=""1310011""","Non-Special Education",472,463,98.1
"Southington School District","=""1310011""","Special Education",70,47,67.1
"Stafford School District","=""1340011""","Non-Special Education",79,78,98.7
"Stafford School District","=""1340011""","Special Education",19,11,"*"
"Stamford Academy District","=""2820013""","Non-Special Education",50,"*","*"
"Stamford Academy District","=""2820013""","Special Education",16,"*","*"
"Stamford School District","=""1350011""","Non-Special Education",1033,926,89.6
"Stamford School District","=""1350011""","Special Education",146,105,71.9
"Stonington School District","=""1370011""","Non-Special Education",161,156,96.9
"Stonington School District","=""1370011""","Special Education",17,11,"*"
"Stratford School District","=""1380011""","Non-Special Education",471,449,95.3
"Stratford School District","=""1380011""","Special Education",69,49,71.0
"Suffield School District","=""1390011""","Non-Special Education",161,161,100.0
"Suffield School District","=""1390011""","Special Education",30,22,73.3
"The Bridge Academy District","=""2690013""","Non-Special Education","*","*","*"
"The Bridge Academy District","=""2690013""","Special Education","*","*","*"
"The Gilbert School District","=""9020022""","Non-Special Education",66,61,92.4
"The Gilbert School District","=""9020022""","Special Education",26,19,73.1
"The Woodstock Academy District","=""9030022""","Non-Special Education",237,235,99.2
"The Woodstock Academy District","=""9030022""","Special Education",16,15,"*"
"Thomaston School District","=""1400011""","Non-Special Education",52,50,96.2
"Thomaston School District","=""1400011""","Special Education",6,6,"*"
"Thompson School District","=""1410011""","Non-Special Education",60,"*","*"
"Thompson School District","=""1410011""","Special Education",8,"*","*"
"Tolland School District","=""1420011""","Non-Special Education",196,192,98.0
"Tolland School District","=""1420011""","Special Education",25,16,64.0
"Torrington School District","=""1430011""","Non-Special Education",187,163,87.2
"Torrington School District","=""1430011""","Special Education",52,35,67.3
"Trumbull School District","=""1440011""","Non-Special Education",516,507,98.3
"Trumbull School District","=""1440011""","Special Education",54,45,83.3
"Unified School District #1","=""3360015""","Non-Special Education",344,"*","*"
"Unified School District #1","=""3360015""","Special Education",89,"*","*"
"Unified School District #2","=""3470015""","Non-Special Education",12,0,"*"
"Unified School District #2","=""3470015""","Special Education",13,"*","*"
"Vernon School District","=""1460011""","Non-Special Education",189,159,84.1
"Vernon School District","=""1460011""","Special Education",31,13,41.9
"Wallingford School District","=""1480011""","Non-Special Education",408,396,97.1
"Wallingford School District","=""1480011""","Special Education",59,40,67.8
"Waterbury School District","=""1510011""","Non-Special Education",1109,917,82.7
"Waterbury School District","=""1510011""","Special Education",234,113,48.3
"Waterford School District","=""1520011""","Non-Special Education",180,172,95.6
"Waterford School District","=""1520011""","Special Education",28,18,64.3
"Watertown School District","=""1530011""","Non-Special Education",199,191,96.0
"Watertown School District","=""1530011""","Special Education",19,9,"*"
"West Hartford School District","=""1550011""","Non-Special Education",663,649,97.9
"West Hartford School District","=""1550011""","Special Education",88,51,58.0
"West Haven School District","=""1560011""","Non-Special Education",354,314,88.7
"West Haven School District","=""1560011""","Special Education",62,28,45.2
"Westbrook School District","=""1540011""","Non-Special Education",83,"*","*"
"Westbrook School District","=""1540011""","Special Education",7,"*","*"
"Weston School District","=""1570011""","Non-Special Education",195,195,100.0
"Weston School District","=""1570011""","Special Education",10,6,"*"
"Westport School District","=""1580011""","Non-Special Education",405,404,99.8
"Westport School District","=""1580011""","Special Education",51,48,94.1
"Wethersfield School District","=""1590011""","Non-Special Education",277,269,97.1
"Wethersfield School District","=""1590011""","Special Education",37,26,70.3
"Wilton School District","=""1610011""","Non-Special Education",283,281,99.3
"Wilton School District","=""1610011""","Special Education",46,40,87.0
"Windham School District","=""1630011""","Non-Special Education",131,118,90.1
"Windham School District","=""1630011""","Special Education",31,20,64.5
"Windsor Locks School District","=""1650011""","Non-Special Education",102,100,98.0
"Windsor Locks School District","=""1650011""","Special Education",20,9,45.0
"Windsor School District","=""1640011""","Non-Special Education",254,241,94.9
"Windsor School District","=""1640011""","Special Education",56,35,62.5
"Wolcott School District","=""1660011""","Non-Special Education",166,161,97.0
"Wolcott School District","=""1660011""","Special Education",16,15,"*"

