"Four-Year Graduation Rates, 2013-14"
"All Districts, Special Education Status"

"",,,"Graduates",,"Non-Graduates",,,
"Department of Mental Health and Addiction Services","Special Education","*","*","*","*","*","*","*"
"Derby School District","Non-Special Education",87,74,85.1,"*","*","*","*"
"Derby School District","Special Education",15,9,60.0,"*","*","*","*"
"East Granby School District","Non-Special Education","*","*","*","*","*","*","*"
"East Granby School District","Special Education","*","*","*","*","*","*","*"
"East Haddam School District","Non-Special Education",87,85,97.7,"*","*","*","*"
"East Haddam School District","Special Education",18,13,72.2,"*","*","*","*"
"East Hampton School District","Non-Special Education",114,"*","*","*","*","*","*"
"East Hampton School District","Special Education",7,"*","*","*","*","*","*"
"East Hartford School District","Non-Special Education",419,341,81.4,39,9.3,39,9.3
"East Hartford School District","Special Education",88,56,63.6,20,22.7,12,13.6
"East Haven School District","Non-Special Education",223,188,84.3,"*","*",27,12.1
"East Haven School District","Special Education",37,22,59.5,"*","*",12,32.4
"East Lyme School District","Non-Special Education",237,232,97.9,"*","*","*","*"
"East Lyme School District","Special Education",37,24,64.9,"*","*","*","*"
"East Windsor School District","Non-Special Education",92,83,90.2,"*","*","*","*"
"East Windsor School District","Special Education",17,14,82.4,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-Special Education",57,42,73.7,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Special Education",9,7,77.8,"*","*","*","*"
"Ellington School District","Non-Special Education",172,167,97.1,"*","*","*","*"
"Ellington School District","Special Education",22,18,81.8,"*","*","*","*"
"Elm City College Preparatory School District","Non-Special Education","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","Special Education","*","*","*","*","*","*","*"
"Enfield School District","Non-Special Education",364,324,89.0,"*","*",24,6.6
"Enfield School District","Special Education",60,42,70.0,"*","*",13,21.7
"Explorations District","Non-Special Education",18,11,61.1,"*","*","*","*"
"Explorations District","Special Education",9,7,77.8,"*","*","*","*"
"Fairfield School District","Non-Special Education",647,627,96.9,8,1.2,12,1.9
"Fairfield School District","Special Education",81,56,69.1,19,23.5,6,7.4
"Farmington School District","Non-Special Education",300,297,99.0,"*","*","*","*"
"Farmington School District","Special Education",44,31,70.5,"*","*","*","*"
"Glastonbury School District","Non-Special Education",516,510,98.8,"*","*","*","*"
"Glastonbury School District","Special Education",69,52,75.4,"*","*","*","*"
"Granby School District","Non-Special Education",180,176,97.8,"*","*","*","*"
"Granby School District","Special Education",25,18,72.0,"*","*","*","*"
"Greenwich School District","Non-Special Education",585,564,96.4,15,2.6,"*","*"
"Greenwich School District","Special Education",85,73,85.9,10,11.8,"*","*"
"Griswold School District","Non-Special Education",140,126,90.0,"*","*",10,7.1
"Griswold School District","Special Education",30,18,60.0,"*","*",6,20.0
"Groton School District","Non-Special Education",275,240,87.3,"*","*",31,11.3
"Groton School District","Special Education",42,29,69.0,"*","*",6,14.3
"Guilford School District","Non-Special Education",253,246,97.2,"*","*","*","*"
"Guilford School District","Special Education",33,19,57.6,"*","*","*","*"
"Hamden School District","Non-Special Education",394,370,93.9,13,3.3,"*","*"
"Hamden School District","Special Education",64,38,59.4,21,32.8,"*","*"
"Hartford School District","Non-Special Education",1129,854,75.6,109,9.7,166,14.7
"Hartford School District","Special Education",241,126,52.3,65,27.0,50,20.7
"Killingly School District","Non-Special Education",185,154,83.2,12,6.5,"*","*"
"Killingly School District","Special Education",33,22,66.7,7,21.2,"*","*"
"Learn","Non-Special Education",139,130,93.5,"*","*","*","*"
"Learn","Special Education",14,11,78.6,"*","*","*","*"
"Lebanon School District","Non-Special Education",95,91,95.8,"*","*","*","*"
"Lebanon School District","Special Education",10,7,70.0,"*","*","*","*"
"Ledyard School District","Non-Special Education",204,196,96.1,"*","*","*","*"
"Ledyard School District","Special Education",43,28,65.1,"*","*","*","*"
"Lisbon School District","Non-Special Education","*","*","*","*","*","*","*"
"Lisbon School District","Special Education","*","*","*","*","*","*","*"
"Litchfield School District","Non-Special Education","*","*","*","*","*","*","*"
"Litchfield School District","Special Education","*","*","*","*","*","*","*"
"Madison School District","Non-Special Education",283,278,98.2,"*","*","*","*"
"Madison School District","Special Education",37,32,86.5,"*","*","*","*"
"Manchester School District","Non-Special Education",377,331,87.8,14,3.7,32,8.5
"Manchester School District","Special Education",77,42,54.5,24,31.2,11,14.3
"Meriden School District","Non-Special Education",509,423,83.1,24,4.7,62,12.2
"Meriden School District","Special Education",106,45,42.5,26,24.5,35,33.0
"Middletown School District","Non-Special Education",280,250,89.3,12,4.3,"*","*"
"Middletown School District","Special Education",54,26,48.1,24,44.4,"*","*"
"Milford School District","Non-Special Education",433,408,94.2,12,2.8,"*","*"
"Milford School District","Special Education",75,60,80.0,13,17.3,"*","*"
"Monroe School District","Non-Special Education",265,261,98.5,"*","*","*","*"
"Monroe School District","Special Education",35,28,80.0,"*","*","*","*"
"Montville School District","Non-Special Education",173,155,89.6,"*","*","*","*"
"Montville School District","Special Education",20,16,80.0,"*","*","*","*"
"Naugatuck School District","Non-Special Education",284,237,83.5,15,5.3,"*","*"
"Naugatuck School District","Special Education",49,36,73.5,8,16.3,"*","*"
"New Britain School District","Non-Special Education",569,380,66.8,82,14.4,107,18.8
"New Britain School District","Special Education",87,37,42.5,35,40.2,15,17.2
"New Canaan School District","Non-Special Education",277,276,99.6,"*","*","*","*"
"New Canaan School District","Special Education",35,31,88.6,"*","*","*","*"
"New Fairfield School District","Non-Special Education",213,209,98.1,"*","*","*","*"
"New Fairfield School District","Special Education",26,22,84.6,"*","*","*","*"
"New Haven School District","Non-Special Education",1140,898,78.8,54,4.7,188,16.5
"New Haven School District","Special Education",169,90,53.3,50,29.6,29,17.2
"New London School District","Non-Special Education",190,144,75.8,8,4.2,"*","*"
"New London School District","Special Education",38,18,47.4,15,39.5,"*","*"
"New Milford School District","Non-Special Education",345,323,93.6,6,1.7,16,4.6
"New Milford School District","Special Education",38,21,55.3,8,21.1,9,23.7
"Newington School District","Non-Special Education",329,317,96.4,"*","*","*","*"
"Newington School District","Special Education",35,21,60.0,"*","*","*","*"
"Newtown School District","Non-Special Education",379,377,99.5,"*","*","*","*"
"Newtown School District","Special Education",44,32,72.7,"*","*","*","*"
"North Branford School District","Non-Special Education",120,110,91.7,"*","*","*","*"
"North Branford School District","Special Education",30,26,86.7,"*","*","*","*"
"North Haven School District","Non-Special Education",285,266,93.3,6,2.1,13,4.6
"North Haven School District","Special Education",35,17,48.6,11,31.4,7,20.0
"North Stonington School District","Non-Special Education",49,47,95.9,"*","*","*","*"
"North Stonington School District","Special Education",7,7,100.0,"*","*","*","*"
"Norwalk School District","Non-Special Education",719,617,85.8,57,7.9,45,6.3
"Norwalk School District","Special Education",103,72,69.9,25,24.3,6,5.8
"Norwich Free Academy District","Non-Special Education",538,488,90.7,"*","*",49,9.1
"Norwich Free Academy District","Special Education",75,45,60.0,"*","*",14,18.7
"Old Saybrook School District","Non-Special Education",123,117,95.1,"*","*","*","*"
"Old Saybrook School District","Special Education",14,9,64.3,"*","*","*","*"
"Oxford School District","Non-Special Education",165,162,98.2,"*","*","*","*"
"Oxford School District","Special Education",9,6,66.7,"*","*","*","*"
"Plainfield School District","Non-Special Education",149,135,90.6,"*","*",11,7.4
"Plainfield School District","Special Education",25,10,40.0,"*","*",6,24.0
"Plainville School District","Non-Special Education",151,141,93.4,"*","*","*","*"
"Plainville School District","Special Education",25,15,60.0,"*","*","*","*"
"Plymouth School District","Non-Special Education",117,109,93.2,"*","*","*","*"
"Plymouth School District","Special Education",22,12,54.5,"*","*","*","*"
"Portland School District","Non-Special Education",101,96,95.0,"*","*","*","*"
"Portland School District","Special Education",11,8,72.7,"*","*","*","*"
"Putnam School District","Non-Special Education",52,46,88.5,"*","*","*","*"
"Putnam School District","Special Education",14,10,71.4,"*","*","*","*"
"Regional School District 01","Non-Special Education",103,93,90.3,"*","*","*","*"
"Regional School District 01","Special Education",18,15,83.3,"*","*","*","*"
"Regional School District 04","Non-Special Education",117,115,98.3,"*","*","*","*"
"Regional School District 04","Special Education",19,18,94.7,"*","*","*","*"
"Regional School District 05","Non-Special Education",363,358,98.6,"*","*","*","*"
"Regional School District 05","Special Education",57,46,80.7,"*","*","*","*"
"Regional School District 06","Non-Special Education",76,73,96.1,"*","*","*","*"
"Regional School District 06","Special Education",17,14,82.4,"*","*","*","*"
"Regional School District 07","Non-Special Education",186,178,95.7,"*","*","*","*"
"Regional School District 07","Special Education",25,17,68.0,"*","*","*","*"
"Regional School District 08","Non-Special Education",250,240,96.0,7,2.8,"*","*"
"Regional School District 08","Special Education",47,36,76.6,10,21.3,"*","*"
"Regional School District 09","Non-Special Education",218,211,96.8,"*","*","*","*"
"Regional School District 09","Special Education",34,31,91.2,"*","*","*","*"
"Regional School District 10","Non-Special Education",186,181,97.3,"*","*","*","*"
"Regional School District 10","Special Education",32,25,78.1,"*","*","*","*"
"Regional School District 11","Non-Special Education","*","*","*","*","*","*","*"
"Regional School District 11","Special Education","*","*","*","*","*","*","*"
"Regional School District 12","Non-Special Education",63,62,98.4,"*","*","*","*"
"Regional School District 12","Special Education",18,14,77.8,"*","*","*","*"
"Regional School District 13","Non-Special Education",109,107,98.2,"*","*","*","*"
"Regional School District 13","Special Education",25,18,72.0,"*","*","*","*"
"Regional School District 14","Non-Special Education",187,184,98.4,"*","*","*","*"
"Regional School District 14","Special Education",24,20,83.3,"*","*","*","*"
"Regional School District 15","Non-Special Education",283,279,98.6,"*","*","*","*"
"Regional School District 15","Special Education",46,39,84.8,"*","*","*","*"
"Regional School District 16","Non-Special Education",158,154,97.5,"*","*","*","*"
"Regional School District 16","Special Education",23,14,60.9,"*","*","*","*"
"Regional School District 17","Non-Special Education",124,124,100.0,"*","*","*","*"
"Regional School District 17","Special Education",29,26,89.7,"*","*","*","*"
"Regional School District 18","Non-Special Education",100,99,99.0,"*","*","*","*"
"Regional School District 18","Special Education",8,6,75.0,"*","*","*","*"
"Regional School District 19","Non-Special Education",248,239,96.4,"*","*","*","*"
"Regional School District 19","Special Education",45,34,75.6,"*","*","*","*"
"Ridgefield School District","Non-Special Education",418,412,98.6,"*","*","*","*"
"Ridgefield School District","Special Education",41,36,87.8,"*","*","*","*"
"Rocky Hill School District","Non-Special Education",168,155,92.3,"*","*","*","*"
"Rocky Hill School District","Special Education",15,13,86.7,"*","*","*","*"
"Seymour School District","Non-Special Education",123,112,91.1,"*","*","*","*"
"Seymour School District","Special Education",15,8,53.3,"*","*","*","*"
"Shelton School District","Non-Special Education",336,320,95.2,6,1.8,"*","*"
"Shelton School District","Special Education",33,17,51.5,11,33.3,"*","*"
"Simsbury School District","Non-Special Education",346,340,98.3,"*","*","*","*"
"Simsbury School District","Special Education",54,38,70.4,"*","*","*","*"
"Somers School District","Non-Special Education",115,114,99.1,"*","*","*","*"
"Somers School District","Special Education",16,13,81.3,"*","*","*","*"
"South Windsor School District","Non-Special Education",292,286,97.9,"*","*","*","*"
"South Windsor School District","Special Education",56,40,71.4,"*","*","*","*"
"Southington School District","Non-Special Education",440,429,97.5,6,1.4,"*","*"
"Southington School District","Special Education",72,49,68.1,19,26.4,"*","*"
"Stafford School District","Non-Special Education",125,119,95.2,"*","*","*","*"
"Stafford School District","Special Education",17,13,76.5,"*","*","*","*"
"Stamford Academy District","Non-Special Education",47,"*","*",24,51.1,"*","*"
"Stamford Academy District","Special Education",10,"*","*",8,80.0,"*","*"
"Stamford School District","Non-Special Education",1050,961,91.5,35,3.3,54,5.1
"Stamford School District","Special Education",150,106,70.7,38,25.3,6,4.0
"Stonington School District","Non-Special Education",161,158,98.1,"*","*","*","*"
"Stonington School District","Special Education",16,7,43.8,"*","*","*","*"
"Stratford School District","Non-Special Education",582,549,94.3,16,2.7,"*","*"
"Stratford School District","Special Education",64,45,70.3,15,23.4,"*","*"
"Suffield School District","Non-Special Education",188,183,97.3,"*","*","*","*"
"Suffield School District","Special Education",26,21,80.8,"*","*","*","*"
"The Bridge Academy District","Non-Special Education","*","*","*","*","*","*","*"
"The Bridge Academy District","Special Education","*","*","*","*","*","*","*"
"The Gilbert School District","Non-Special Education",79,72,91.1,"*","*","*","*"
"The Gilbert School District","Special Education",11,7,63.6,"*","*","*","*"
"Thomaston School District","Non-Special Education",60,58,96.7,"*","*","*","*"
"Thomaston School District","Special Education",12,9,75.0,"*","*","*","*"
"Thompson School District","Non-Special Education",76,70,92.1,"*","*","*","*"
"Thompson School District","Special Education",10,8,80.0,"*","*","*","*"
"Tolland School District","Non-Special Education",204,193,94.6,8,3.9,"*","*"
"Tolland School District","Special Education",25,16,64.0,8,32.0,"*","*"
"Torrington School District","Non-Special Education",231,204,88.3,9,3.9,"*","*"
"Torrington School District","Special Education",41,24,58.5,12,29.3,"*","*"
"Trumbull School District","Non-Special Education",500,491,98.2,"*","*","*","*"
"Trumbull School District","Special Education",55,42,76.4,"*","*","*","*"
"Unified School District #1","Non-Special Education",240,"*","*",45,18.8,194,80.8
"Unified School District #1","Special Education",87,"*","*",36,41.4,51,58.6
"Unified School District #2","Non-Special Education",30,8,26.7,"*","*",18,60.0
"Unified School District #2","Special Education",35,10,28.6,"*","*",16,45.7
"Vernon School District","Non-Special Education",257,224,87.2,11,4.3,22,8.6
"Vernon School District","Special Education",42,22,52.4,12,28.6,8,19.0
"Wallingford School District","Non-Special Education",418,395,94.5,"*","*",18,4.3
"Wallingford School District","Special Education",72,53,73.6,"*","*",6,8.3
"Waterbury School District","Non-Special Education",1114,809,72.6,23,2.1,282,25.3
"Waterbury School District","Special Education",236,107,45.3,55,23.3,74,31.4
"Waterford School District","Non-Special Education",180,172,95.6,"*","*","*","*"
"Waterford School District","Special Education",23,15,65.2,"*","*","*","*"
"Watertown School District","Non-Special Education",204,195,95.6,"*","*","*","*"
"Watertown School District","Special Education",26,16,61.5,"*","*","*","*"
"West Hartford School District","Non-Special Education",649,635,97.8,"*","*",10,1.5
"West Hartford School District","Special Education",92,62,67.4,"*","*",8,8.7
"West Haven School District","Non-Special Education",375,291,77.6,24,6.4,60,16.0
"West Haven School District","Special Education",49,21,42.9,16,32.7,12,24.5
"Westbrook School District","Non-Special Education","*","*","*","*","*","*","*"
"Westbrook School District","Special Education","*","*","*","*","*","*","*"
"Weston School District","Non-Special Education",162,161,99.4,"*","*","*","*"
"Weston School District","Special Education",18,14,77.8,"*","*","*","*"
"Westport School District","Non-Special Education",386,384,99.5,"*","*","*","*"
"Westport School District","Special Education",66,58,87.9,"*","*","*","*"
"Wethersfield School District","Non-Special Education",278,265,95.3,"*","*","*","*"
"Wethersfield School District","Special Education",29,17,58.6,"*","*","*","*"
"Wilton School District","Non-Special Education",260,257,98.8,"*","*","*","*"
"Wilton School District","Special Education",41,35,85.4,"*","*","*","*"
"Windham School District","Non-Special Education",154,121,78.6,"*","*",29,18.8
"Windham School District","Special Education",29,13,44.8,"*","*",11,37.9
"Windsor Locks School District","Non-Special Education",126,119,94.4,"*","*","*","*"
"Windsor Locks School District","Special Education",12,7,58.3,"*","*","*","*"
"Windsor School District","Non-Special Education",253,236,93.3,7,2.8,"*","*"
"Windsor School District","Special Education",45,30,66.7,13,28.9,"*","*"
"Wolcott School District","Non-Special Education",225,219,97.3,"*","*","*","*"
"Wolcott School District","Special Education",20,14,70.0,"*","*","*","*"
"Woodstock Academy District","Non-Special Education",255,247,96.9,"*","*","*","*"
"Woodstock Academy District","Special Education",23,18,78.3,"*","*","*","*"

