"Four-Year Graduation Rates, 2016-17"
"All Districts, Special Education Status"

"",,,,"Graduates",
"Greenwich School District","=""0570011""","Non-Special Education",549,533,97.1
"Greenwich School District","=""0570011""","Special Education",92,73,79.3
"Griswold School District","=""0580011""","Non-Special Education",116,"*","*"
"Griswold School District","=""0580011""","Special Education",27,"*","*"
"Groton School District","=""0590011""","Non-Special Education",235,210,89.4
"Groton School District","=""0590011""","Special Education",41,24,58.5
"Guilford School District","=""0600011""","Non-Special Education",226,"*","*"
"Guilford School District","=""0600011""","Special Education",36,"*","*"
"Hamden School District","=""0620011""","Non-Special Education",360,341,94.7
"Hamden School District","=""0620011""","Special Education",82,46,56.1
"Hartford School District","=""0640011""","Non-Special Education",1239,926,74.7
"Hartford School District","=""0640011""","Special Education",305,136,44.6
"Highville Charter School District","=""2860013""","Non-Special Education",13,10,"*"
"Jumoke Academy District","=""2610013""","Non-Special Education",8,"*","*"
"Killingly School District","=""0690011""","Non-Special Education",180,156,86.7
"Killingly School District","=""0690011""","Special Education",46,35,76.1
"Learn","=""2450014""","Non-Special Education",164,157,95.7
"Learn","=""2450014""","Special Education",26,20,76.9
"Lebanon School District","=""0710011""","Non-Special Education",77,"*","*"
"Lebanon School District","=""0710011""","Special Education",12,"*","*"
"Ledyard School District","=""0720011""","Non-Special Education",166,160,96.4
"Ledyard School District","=""0720011""","Special Education",40,33,82.5
"Litchfield School District","=""0740011""","Non-Special Education",68,65,95.6
"Litchfield School District","=""0740011""","Special Education",9,6,"*"
"Madison School District","=""0760011""","Non-Special Education",263,263,100.0
"Madison School District","=""0760011""","Special Education",41,34,82.9
"Manchester School District","=""0770011""","Non-Special Education",348,313,89.9
"Manchester School District","=""0770011""","Special Education",81,57,70.4
"Meriden School District","=""0800011""","Non-Special Education",459,389,84.7
"Meriden School District","=""0800011""","Special Education",141,65,46.1
"Middletown School District","=""0830011""","Non-Special Education",288,274,95.1
"Middletown School District","=""0830011""","Special Education",46,34,73.9
"Milford School District","=""0840011""","Non-Special Education",423,403,95.3
"Milford School District","=""0840011""","Special Education",82,52,63.4
"Monroe School District","=""0850011""","Non-Special Education",252,250,99.2
"Monroe School District","=""0850011""","Special Education",36,27,75.0
"Montville School District","=""0860011""","Non-Special Education",125,"*","*"
"Montville School District","=""0860011""","Special Education",29,"*","*"
"Naugatuck School District","=""0880011""","Non-Special Education",255,221,86.7
"Naugatuck School District","=""0880011""","Special Education",74,58,78.4
"New Britain School District","=""0890011""","Non-Special Education",548,443,80.8
"New Britain School District","=""0890011""","Special Education",119,45,37.8
"New Canaan School District","=""0900011""","Non-Special Education",284,"*","*"
"New Canaan School District","=""0900011""","Special Education",44,"*","*"
"New Fairfield School District","=""0910011""","Non-Special Education",209,"*","*"
"New Fairfield School District","=""0910011""","Special Education",23,"*","*"
"New Haven School District","=""0930011""","Non-Special Education",1274,1059,83.1
"New Haven School District","=""0930011""","Special Education",242,154,63.6
"New London School District","=""0950011""","Non-Special Education",175,143,81.7
"New London School District","=""0950011""","Special Education",51,28,54.9
"New Milford School District","=""0960011""","Non-Special Education",293,"*","*"
"New Milford School District","=""0960011""","Special Education",49,"*","*"
"Newington School District","=""0940011""","Non-Special Education",274,267,97.4
"Newington School District","=""0940011""","Special Education",43,28,65.1
"Newtown School District","=""0970011""","Non-Special Education",389,382,98.2
"Newtown School District","=""0970011""","Special Education",38,22,57.9
"North Branford School District","=""0990011""","Non-Special Education",120,"*","*"
"North Branford School District","=""0990011""","Special Education",35,"*","*"
"North Haven School District","=""1010011""","Non-Special Education",230,225,97.8
"North Haven School District","=""1010011""","Special Education",25,19,76.0
"North Stonington School District","=""1020011""","Non-Special Education","*","*","*"
"North Stonington School District","=""1020011""","Special Education","*","*","*"
"Norwalk School District","=""1030011""","Non-Special Education",758,720,95.0
"Norwalk School District","=""1030011""","Special Education",108,85,78.7
"Norwich Free Academy District","=""9010022""","Non-Special Education",545,492,90.3
"Norwich Free Academy District","=""9010022""","Special Education",92,60,65.2
"Old Saybrook School District","=""1060011""","Non-Special Education",83,83,100.0
"Old Saybrook School District","=""1060011""","Special Education",13,10,"*"
"Oxford School District","=""1080011""","Non-Special Education",162,"*","*"
"Oxford School District","=""1080011""","Special Education",16,"*","*"
"Path Academy District","=""2930013""","Non-Special Education",50,6,12.0
"Path Academy District","=""2930013""","Special Education",18,0,"*"
"Plainfield School District","=""1090011""","Non-Special Education",149,136,91.3
"Plainfield School District","=""1090011""","Special Education",30,16,53.3
"Plainville School District","=""1100011""","Non-Special Education",163,152,93.3
"Plainville School District","=""1100011""","Special Education",29,21,72.4
"Plymouth School District","=""1110011""","Non-Special Education",110,102,92.7
"Plymouth School District","=""1110011""","Special Education",26,16,61.5
"Portland School District","=""1130011""","Non-Special Education",95,"*","*"
"Portland School District","=""1130011""","Special Education",6,"*","*"
"Putnam School District","=""1160011""","Non-Special Education",52,"*","*"
"Putnam School District","=""1160011""","Special Education",19,"*","*"
"Regional School District 01","=""2010012""","Non-Special Education",93,"*","*"
"Regional School District 01","=""2010012""","Special Education",22,"*","*"
"Regional School District 04","=""2040012""","Non-Special Education",131,131,100.0
"Regional School District 04","=""2040012""","Special Education",18,18,"*"
"Regional School District 05","=""2050012""","Non-Special Education",305,298,97.7
"Regional School District 05","=""2050012""","Special Education",45,37,82.2
"Regional School District 06","=""2060012""","Non-Special Education",98,"*","*"
"Regional School District 06","=""2060012""","Special Education",14,"*","*"
"Regional School District 07","=""2070012""","Non-Special Education",166,"*","*"
"Regional School District 07","=""2070012""","Special Education",33,"*","*"
"Regional School District 08","=""2080012""","Non-Special Education",217,213,98.2
"Regional School District 08","=""2080012""","Special Education",45,32,71.1
"Regional School District 09","=""2090012""","Non-Special Education",232,228,98.3
"Regional School District 09","=""2090012""","Special Education",35,28,80.0
"Regional School District 10","=""2100012""","Non-Special Education",172,167,97.1
"Regional School District 10","=""2100012""","Special Education",28,22,78.6
"Regional School District 11","=""2110012""","Non-Special Education",36,"*","*"
"Regional School District 11","=""2110012""","Special Education",9,"*","*"
"Regional School District 12","=""2120012""","Non-Special Education",40,"*","*"
"Regional School District 12","=""2120012""","Special Education",9,"*","*"
"Regional School District 13","=""2130012""","Non-Special Education",124,"*","*"
"Regional School District 13","=""2130012""","Special Education",21,"*","*"
"Regional School District 14","=""2140012""","Non-Special Education",148,"*","*"
"Regional School District 14","=""2140012""","Special Education",24,"*","*"
"Regional School District 15","=""2150012""","Non-Special Education",270,259,95.9
"Regional School District 15","=""2150012""","Special Education",50,40,80.0
"Regional School District 16","=""2160012""","Non-Special Education",149,"*","*"
"Regional School District 16","=""2160012""","Special Education",29,"*","*"
"Regional School District 17","=""2170012""","Non-Special Education",124,124,100.0
"Regional School District 17","=""2170012""","Special Education",27,20,74.1
"Regional School District 18","=""2180012""","Non-Special Education",106,100,94.3
"Regional School District 18","=""2180012""","Special Education",18,15,"*"
"Regional School District 19","=""2190012""","Non-Special Education",240,229,95.4
"Regional School District 19","=""2190012""","Special Education",52,30,57.7
"Ridgefield School District","=""1180011""","Non-Special Education",392,390,99.5
"Ridgefield School District","=""1180011""","Special Education",41,25,61.0
"Rocky Hill School District","=""1190011""","Non-Special Education",154,"*","*"
"Rocky Hill School District","=""1190011""","Special Education",22,"*","*"
"Seymour School District","=""1240011""","Non-Special Education",145,139,95.9
"Seymour School District","=""1240011""","Special Education",18,16,"*"
"Shelton School District","=""1260011""","Non-Special Education",344,327,95.1
"Shelton School District","=""1260011""","Special Education",53,40,75.5
"Simsbury School District","=""1280011""","Non-Special Education",306,"*","*"
"Simsbury School District","=""1280011""","Special Education",78,"*","*"
"Somers School District","=""1290011""","Non-Special Education",96,"*","*"
"Somers School District","=""1290011""","Special Education",13,"*","*"
"South Windsor School District","=""1320011""","Non-Special Education",291,285,97.9
"South Windsor School District","=""1320011""","Special Education",50,39,78.0
"Southington School District","=""1310011""","Non-Special Education",415,409,98.6
"Southington School District","=""1310011""","Special Education",74,54,73.0
"Stafford School District","=""1340011""","Non-Special Education",103,97,94.2
"Stafford School District","=""1340011""","Special Education",20,15,75.0
"Stamford Academy District","=""2820013""","Non-Special Education",48,"*","*"
"Stamford Academy District","=""2820013""","Special Education",20,"*","*"
"Stamford School District","=""1350011""","Non-Special Education",1041,973,93.5
"Stamford School District","=""1350011""","Special Education",159,123,77.4
"Stonington School District","=""1370011""","Non-Special Education",155,146,94.2
"Stonington School District","=""1370011""","Special Education",28,18,64.3
"Stratford School District","=""1380011""","Non-Special Education",459,423,92.2
"Stratford School District","=""1380011""","Special Education",58,36,62.1
"Suffield School District","=""1390011""","Non-Special Education",163,154,94.5
"Suffield School District","=""1390011""","Special Education",23,15,65.2
"The Bridge Academy District","=""2690013""","Non-Special Education","*","*","*"
"The Bridge Academy District","=""2690013""","Special Education","*","*","*"
"The Gilbert School District","=""9020022""","Non-Special Education",85,83,97.6
"The Gilbert School District","=""9020022""","Special Education",23,15,65.2
"Thomaston School District","=""1400011""","Non-Special Education",51,"*","*"
"Thomaston School District","=""1400011""","Special Education",12,"*","*"
"Thompson School District","=""1410011""","Non-Special Education",50,"*","*"
"Thompson School District","=""1410011""","Special Education",7,"*","*"
"Tolland School District","=""1420011""","Non-Special Education",185,180,97.3
"Tolland School District","=""1420011""","Special Education",24,17,70.8
"Torrington School District","=""1430011""","Non-Special Education",186,149,80.1
"Torrington School District","=""1430011""","Special Education",57,22,38.6
"Trumbull School District","=""1440011""","Non-Special Education",442,"*","*"
"Trumbull School District","=""1440011""","Special Education",55,"*","*"
"Unified School District #1","=""3360015""","Non-Special Education",221,"*","*"
"Unified School District #1","=""3360015""","Special Education",169,"*","*"
"Unified School District #2","=""3470015""","Non-Special Education",9,"*","*"
"Unified School District #2","=""3470015""","Special Education",19,"*","*"
"Vernon School District","=""1460011""","Non-Special Education",193,163,84.5
"Vernon School District","=""1460011""","Special Education",45,19,42.2
"Wallingford School District","=""1480011""","Non-Special Education",419,401,95.7
"Wallingford School District","=""1480011""","Special Education",66,46,69.7
"Waterbury School District","=""1510011""","Non-Special Education",1026,830,80.9
"Waterbury School District","=""1510011""","Special Education",291,165,56.7
"Waterford School District","=""1520011""","Non-Special Education",185,176,95.1
"Waterford School District","=""1520011""","Special Education",35,28,80.0
"Watertown School District","=""1530011""","Non-Special Education",196,"*","*"
"Watertown School District","=""1530011""","Special Education",20,"*","*"
"West Hartford School District","=""1550011""","Non-Special Education",659,644,97.7
"West Hartford School District","=""1550011""","Special Education",116,78,67.2
"West Haven School District","=""1560011""","Non-Special Education",357,285,79.8
"West Haven School District","=""1560011""","Special Education",63,31,49.2
"Westbrook School District","=""1540011""","Non-Special Education",65,"*","*"
"Westbrook School District","=""1540011""","Special Education",9,"*","*"
"Weston School District","=""1570011""","Non-Special Education",187,"*","*"
"Weston School District","=""1570011""","Special Education",19,"*","*"
"Westport School District","=""1580011""","Non-Special Education",371,369,99.5
"Westport School District","=""1580011""","Special Education",62,55,88.7
"Wethersfield School District","=""1590011""","Non-Special Education",235,224,95.3
"Wethersfield School District","=""1590011""","Special Education",44,32,72.7
"Wilton School District","=""1610011""","Non-Special Education",278,"*","*"
"Wilton School District","=""1610011""","Special Education",58,"*","*"
"Windham School District","=""1630011""","Non-Special Education",108,97,89.8
"Windham School District","=""1630011""","Special Education",42,24,57.1
"Windsor Locks School District","=""1650011""","Non-Special Education",98,"*","*"
"Windsor Locks School District","=""1650011""","Special Education",22,"*","*"
"Windsor School District","=""1640011""","Non-Special Education",226,207,91.6
"Windsor School District","=""1640011""","Special Education",67,40,59.7
"Wolcott School District","=""1660011""","Non-Special Education",173,"*","*"
"Wolcott School District","=""1660011""","Special Education",21,"*","*"
"Woodstock Academy District","=""9030022""","Non-Special Education",246,238,96.7
"Woodstock Academy District","=""9030022""","Special Education",24,16,66.7

