"Four-Year Graduation Rates, 2011-12"
"All Districts, Special Education Status"

"",,,"Graduates",,"Non-Graduates",,,
"Groton School District","Special Education",42,23,54.8,"*","*",6,14.3
"Guilford School District","Non-Special Education",251,250,99.6,"*","*","*","*"
"Guilford School District","Special Education",36,30,83.3,"*","*","*","*"
"Hamden School District","Non-Special Education",435,384,88.3,21,4.8,30,6.9
"Hamden School District","Special Education",88,57,64.8,16,18.2,15,17.0
"Hartford School District","Non-Special Education",1127,788,69.9,152,13.5,187,16.6
"Hartford School District","Special Education",269,114,42.4,92,34.2,63,23.4
"Killingly School District","Non-Special Education",159,129,81.1,8,5.0,22,13.8
"Killingly School District","Special Education",32,18,56.3,7,21.9,7,21.9
"Lebanon School District","Non-Special Education",116,105,90.5,"*","*","*","*"
"Lebanon School District","Special Education",16,11,68.8,"*","*","*","*"
"Ledyard School District","Non-Special Education",185,173,93.5,"*","*","*","*"
"Ledyard School District","Special Education",27,21,77.8,"*","*","*","*"
"Lisbon School District","Non-Special Education","*","*","*","*","*","*","*"
"Lisbon School District","Special Education","*","*","*","*","*","*","*"
"Litchfield School District","Non-Special Education","*","*","*","*","*","*","*"
"Litchfield School District","Special Education","*","*","*","*","*","*","*"
"Madison School District","Non-Special Education",288,285,99.0,"*","*","*","*"
"Madison School District","Special Education",47,39,83.0,"*","*","*","*"
"Manchester School District","Non-Special Education",419,327,78.0,24,5.7,68,16.2
"Manchester School District","Special Education",99,52,52.5,26,26.3,21,21.2
"Meriden School District","Non-Special Education",521,388,74.5,25,4.8,108,20.7
"Meriden School District","Special Education",106,48,45.3,26,24.5,32,30.2
"Middletown School District","Non-Special Education",288,233,80.9,18,6.3,37,12.8
"Middletown School District","Special Education",59,31,52.5,15,25.4,13,22.0
"Milford School District","Non-Special Education",430,387,90.0,26,6.0,17,4.0
"Milford School District","Special Education",85,56,65.9,20,23.5,9,10.6
"Monroe School District","Non-Special Education",322,320,99.4,"*","*","*","*"
"Monroe School District","Special Education",17,14,82.4,"*","*","*","*"
"Montville School District","Non-Special Education",185,172,93.0,"*","*",13,7.0
"Montville School District","Special Education",38,21,55.3,"*","*",13,34.2
"Naugatuck School District","Non-Special Education",317,275,86.8,6,1.9,36,11.4
"Naugatuck School District","Special Education",51,35,68.6,10,19.6,6,11.8
"New Britain School District","Non-Special Education",550,360,65.5,55,10.0,135,24.5
"New Britain School District","Special Education",114,42,36.8,37,32.5,35,30.7
"New Canaan School District","Non-Special Education",283,280,98.9,"*","*","*","*"
"New Canaan School District","Special Education",46,39,84.8,"*","*","*","*"
"New Fairfield School District","Non-Special Education",209,208,99.5,"*","*","*","*"
"New Fairfield School District","Special Education",23,19,82.6,"*","*","*","*"
"New Haven School District","Non-Special Education",1163,856,73.6,61,5.2,246,21.2
"New Haven School District","Special Education",169,88,52.1,51,30.2,30,17.8
"New London School District","Non-Special Education",182,124,68.1,17,9.3,41,22.5
"New London School District","Special Education",57,24,42.1,20,35.1,13,22.8
"New Milford School District","Non-Special Education",332,312,94.0,"*","*",16,4.8
"New Milford School District","Special Education",58,40,69.0,"*","*",6,10.3
"Newington School District","Non-Special Education",294,275,93.5,"*","*","*","*"
"Newington School District","Special Education",44,26,59.1,"*","*","*","*"
"Newtown School District","Non-Special Education",368,355,96.5,"*","*","*","*"
"Newtown School District","Special Education",38,30,78.9,"*","*","*","*"
"North Branford School District","Non-Special Education",146,139,95.2,"*","*","*","*"
"North Branford School District","Special Education",16,9,56.3,"*","*","*","*"
"North Haven School District","Non-Special Education",261,252,96.6,"*","*","*","*"
"North Haven School District","Special Education",31,18,58.1,"*","*","*","*"
"North Stonington School District","Non-Special Education",48,"*","*","*","*","*","*"
"North Stonington School District","Special Education",6,"*","*","*","*","*","*"
"Norwalk School District","Non-Special Education",768,663,86.3,23,3.0,82,10.7
"Norwalk School District","Special Education",105,78,74.3,13,12.4,14,13.3
"Norwich Free Academy District","Non-Special Education",548,479,87.4,"*","*",68,12.4
"Norwich Free Academy District","Special Education",97,76,78.4,"*","*",13,13.4
"Norwich School District","Non-Special Education",29,"*","*","*","*",22,75.9
"Norwich School District","Special Education",38,"*","*","*","*",12,31.6
"Old Saybrook School District","Non-Special Education",126,123,97.6,"*","*","*","*"
"Old Saybrook School District","Special Education",18,15,83.3,"*","*","*","*"
"Oxford School District","Non-Special Education",137,127,92.7,"*","*","*","*"
"Oxford School District","Special Education",9,7,77.8,"*","*","*","*"
"Plainfield School District","Non-Special Education",158,145,91.8,"*","*",9,5.7
"Plainfield School District","Special Education",45,28,62.2,"*","*",8,17.8
"Plainville School District","Non-Special Education",178,173,97.2,"*","*","*","*"
"Plainville School District","Special Education",29,19,65.5,"*","*","*","*"
"Plymouth School District","Non-Special Education",122,110,90.2,"*","*","*","*"
"Plymouth School District","Special Education",17,7,41.2,"*","*","*","*"
"Portland School District","Non-Special Education",85,78,91.8,"*","*","*","*"
"Portland School District","Special Education",7,6,85.7,"*","*","*","*"
"Putnam School District","Non-Special Education",54,"*","*","*","*","*","*"
"Putnam School District","Special Education",11,"*","*","*","*","*","*"
"Regional School District 01","Non-Special Education",114,109,95.6,"*","*","*","*"
"Regional School District 01","Special Education",26,23,88.5,"*","*","*","*"
"Regional School District 04","Non-Special Education",136,126,92.6,"*","*","*","*"
"Regional School District 04","Special Education",24,21,87.5,"*","*","*","*"
"Regional School District 05","Non-Special Education",389,379,97.4,"*","*","*","*"
"Regional School District 05","Special Education",45,39,86.7,"*","*","*","*"
"Regional School District 06","Non-Special Education",76,73,96.1,"*","*","*","*"
"Regional School District 06","Special Education",11,11,100.0,"*","*","*","*"
"Regional School District 07","Non-Special Education",168,166,98.8,"*","*","*","*"
"Regional School District 07","Special Education",37,25,67.6,"*","*","*","*"
"Regional School District 08","Non-Special Education",259,242,93.4,9,3.5,"*","*"
"Regional School District 08","Special Education",37,26,70.3,6,16.2,"*","*"
"Regional School District 09","Non-Special Education",213,212,99.5,"*","*","*","*"
"Regional School District 09","Special Education",25,19,76.0,"*","*","*","*"
"Regional School District 10","Non-Special Education",205,200,97.6,"*","*","*","*"
"Regional School District 10","Special Education",25,21,84.0,"*","*","*","*"
"Regional School District 11","Non-Special Education",31,29,93.5,"*","*","*","*"
"Regional School District 11","Special Education",11,11,100.0,"*","*","*","*"
"Regional School District 12","Non-Special Education",65,56,86.2,"*","*","*","*"
"Regional School District 12","Special Education",9,7,77.8,"*","*","*","*"
"Regional School District 13","Non-Special Education",119,117,98.3,"*","*","*","*"
"Regional School District 13","Special Education",23,21,91.3,"*","*","*","*"
"Regional School District 14","Non-Special Education",174,170,97.7,"*","*","*","*"
"Regional School District 14","Special Education",21,19,90.5,"*","*","*","*"
"Regional School District 15","Non-Special Education",284,273,96.1,6,2.1,"*","*"
"Regional School District 15","Special Education",45,35,77.8,7,15.6,"*","*"
"Regional School District 16","Non-Special Education",176,164,93.2,"*","*","*","*"
"Regional School District 16","Special Education",21,17,81.0,"*","*","*","*"
"Regional School District 17","Non-Special Education",165,156,94.5,"*","*","*","*"
"Regional School District 17","Special Education",25,22,88.0,"*","*","*","*"
"Regional School District 18","Non-Special Education",91,90,98.9,"*","*","*","*"
"Regional School District 18","Special Education",13,11,84.6,"*","*","*","*"
"Regional School District 19","Non-Special Education",240,218,90.8,7,2.9,"*","*"
"Regional School District 19","Special Education",58,42,72.4,13,22.4,"*","*"
"Ridgefield School District","Non-Special Education",391,387,99.0,"*","*","*","*"
"Ridgefield School District","Special Education",52,48,92.3,"*","*","*","*"
"Rocky Hill School District","Non-Special Education",187,176,94.1,"*","*","*","*"
"Rocky Hill School District","Special Education",21,15,71.4,"*","*","*","*"
"Seymour School District","Non-Special Education",138,128,92.8,"*","*","*","*"
"Seymour School District","Special Education",16,6,37.5,"*","*","*","*"
"Shelton School District","Non-Special Education",396,371,93.7,"*","*",15,3.8
"Shelton School District","Special Education",32,20,62.5,"*","*",7,21.9
"Simsbury School District","Non-Special Education",359,349,97.2,7,1.9,"*","*"
"Simsbury School District","Special Education",48,40,83.3,7,14.6,"*","*"
"Somers School District","Non-Special Education",131,129,98.5,"*","*","*","*"
"Somers School District","Special Education",11,7,63.6,"*","*","*","*"
"South Windsor School District","Non-Special Education",331,319,96.4,7,2.1,"*","*"
"South Windsor School District","Special Education",55,43,78.2,10,18.2,"*","*"
"Southington School District","Non-Special Education",429,408,95.1,10,2.3,"*","*"
"Southington School District","Special Education",69,48,69.6,19,27.5,"*","*"
"Stafford School District","Non-Special Education",127,112,88.2,"*","*","*","*"
"Stafford School District","Special Education",15,13,86.7,"*","*","*","*"
"Stamford Academy District","Non-Special Education",26,10,38.5,"*","*","*","*"
"Stamford Academy District","Special Education",10,6,60.0,"*","*","*","*"
"Stamford School District","Non-Special Education",1043,904,86.7,45,4.3,94,9.0
"Stamford School District","Special Education",143,107,74.8,24,16.8,12,8.4
"Stonington School District","Non-Special Education",161,153,95.0,"*","*","*","*"
"Stonington School District","Special Education",21,15,71.4,"*","*","*","*"
"Stratford School District","Non-Special Education",529,476,90.0,15,2.8,38,7.2
"Stratford School District","Special Education",56,30,53.6,14,25.0,12,21.4
"Suffield School District","Non-Special Education",185,172,93.0,"*","*","*","*"
"Suffield School District","Special Education",22,16,72.7,"*","*","*","*"
"The Bridge Academy District","Non-Special Education","*","*","*","*","*","*","*"
"The Bridge Academy District","Special Education","*","*","*","*","*","*","*"
"The Gilbert School District","Non-Special Education",85,"*","*","*","*","*","*"
"The Gilbert School District","Special Education",6,"*","*","*","*","*","*"
"Thomaston School District","Non-Special Education",73,68,93.2,"*","*","*","*"
"Thomaston School District","Special Education",19,16,84.2,"*","*","*","*"
"Thompson School District","Non-Special Education",90,79,87.8,"*","*","*","*"
"Thompson School District","Special Education",11,7,63.6,"*","*","*","*"
"Tolland School District","Non-Special Education",207,202,97.6,"*","*","*","*"
"Tolland School District","Special Education",23,20,87.0,"*","*","*","*"
"Torrington School District","Non-Special Education",255,208,81.6,"*","*",35,13.7
"Torrington School District","Special Education",46,32,69.6,"*","*",10,21.7
"Trumbull School District","Non-Special Education",499,491,98.4,"*","*","*","*"
"Trumbull School District","Special Education",44,37,84.1,"*","*","*","*"
"Unified School District #1","Non-Special Education",332,"*","*",69,20.8,260,78.3
"Unified School District #1","Special Education",199,"*","*",80,40.2,113,56.8
"Unified School District #2","Non-Special Education",19,"*","*","*","*",13,68.4
"Unified School District #2","Special Education",40,"*","*","*","*",26,65.0
"Vernon School District","Non-Special Education",239,203,84.9,10,4.2,26,10.9
"Vernon School District","Special Education",27,15,55.6,6,22.2,6,22.2
"Wallingford School District","Non-Special Education",468,450,96.2,"*","*",16,3.4
"Wallingford School District","Special Education",69,46,66.7,"*","*",8,11.6
"Waterbury School District","Non-Special Education",1098,728,66.3,29,2.6,341,31.1
"Waterbury School District","Special Education",178,71,39.9,43,24.2,64,36.0
"Waterford School District","Non-Special Education",210,199,94.8,"*","*","*","*"
"Waterford School District","Special Education",31,22,71.0,"*","*","*","*"
"Watertown School District","Non-Special Education",204,191,93.6,"*","*","*","*"
"Watertown School District","Special Education",28,20,71.4,"*","*","*","*"
"West Hartford School District","Non-Special Education",661,627,94.9,13,2.0,21,3.2
"West Hartford School District","Special Education",92,71,77.2,15,16.3,6,6.5
"West Haven School District","Non-Special Education",342,258,75.4,7,2.0,77,22.5
"West Haven School District","Special Education",49,24,49.0,10,20.4,15,30.6
"Westbrook School District","Non-Special Education",76,"*","*","*","*","*","*"
"Westbrook School District","Special Education",6,"*","*","*","*","*","*"
"Weston School District","Non-Special Education",170,170,100.0,"*","*","*","*"
"Weston School District","Special Education",21,20,95.2,"*","*","*","*"
"Westport School District","Non-Special Education",367,363,98.9,"*","*","*","*"
"Westport School District","Special Education",62,57,91.9,"*","*","*","*"
"Wethersfield School District","Non-Special Education",266,247,92.9,6,2.3,"*","*"
"Wethersfield School District","Special Education",26,17,65.4,6,23.1,"*","*"
"Wilton School District","Non-Special Education",281,278,98.9,"*","*","*","*"
"Wilton School District","Special Education",32,29,90.6,"*","*","*","*"
"Windham School District","Non-Special Education",134,101,75.4,11,8.2,22,16.4
"Windham School District","Special Education",47,26,55.3,8,17.0,13,27.7
"Windsor Locks School District","Non-Special Education",136,126,92.6,"*","*","*","*"
"Windsor Locks School District","Special Education",12,9,75.0,"*","*","*","*"
"Windsor School District","Non-Special Education",282,247,87.6,13,4.6,22,7.8
"Windsor School District","Special Education",39,26,66.7,7,17.9,6,15.4
"Wolcott School District","Non-Special Education",193,183,94.8,"*","*","*","*"
"Wolcott School District","Special Education",26,22,84.6,"*","*","*","*"
"Woodstock Academy District","Non-Special Education",268,257,95.9,"*","*","*","*"
"Woodstock Academy District","Special Education",17,15,88.2,"*","*","*","*"

