"Four-Year Graduation Rates, 2013-14"
"All Districts, Special Education Status"

"",,,"Non-Graduates",,,
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-Special Education",57,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Special Education",9,"*","*","*","*"
"Ellington School District","Non-Special Education",172,"*","*","*","*"
"Ellington School District","Special Education",22,"*","*","*","*"
"Elm City College Preparatory School District","Non-Special Education","*","*","*","*","*"
"Elm City College Preparatory School District","Special Education","*","*","*","*","*"
"Enfield School District","Non-Special Education",364,"*","*",24,6.6
"Enfield School District","Special Education",60,"*","*",13,21.7
"Explorations District","Non-Special Education",18,"*","*","*","*"
"Explorations District","Special Education",9,"*","*","*","*"
"Fairfield School District","Non-Special Education",647,8,1.2,12,1.9
"Fairfield School District","Special Education",81,19,23.5,6,7.4
"Farmington School District","Non-Special Education",300,"*","*","*","*"
"Farmington School District","Special Education",44,"*","*","*","*"
"Glastonbury School District","Non-Special Education",516,"*","*","*","*"
"Glastonbury School District","Special Education",69,"*","*","*","*"
"Granby School District","Non-Special Education",180,"*","*","*","*"
"Granby School District","Special Education",25,"*","*","*","*"
"Greenwich School District","Non-Special Education",585,15,2.6,"*","*"
"Greenwich School District","Special Education",85,10,11.8,"*","*"
"Griswold School District","Non-Special Education",140,"*","*",10,7.1
"Griswold School District","Special Education",30,"*","*",6,20.0
"Groton School District","Non-Special Education",275,"*","*",31,11.3
"Groton School District","Special Education",42,"*","*",6,14.3
"Guilford School District","Non-Special Education",253,"*","*","*","*"
"Guilford School District","Special Education",33,"*","*","*","*"
"Hamden School District","Non-Special Education",394,13,3.3,"*","*"
"Hamden School District","Special Education",64,21,32.8,"*","*"
"Hartford School District","Non-Special Education",1129,109,9.7,166,14.7
"Hartford School District","Special Education",241,65,27.0,50,20.7
"Killingly School District","Non-Special Education",185,12,6.5,"*","*"
"Killingly School District","Special Education",33,7,21.2,"*","*"
"Learn","Non-Special Education",139,"*","*","*","*"
"Learn","Special Education",14,"*","*","*","*"
"Lebanon School District","Non-Special Education",95,"*","*","*","*"
"Lebanon School District","Special Education",10,"*","*","*","*"
"Ledyard School District","Non-Special Education",204,"*","*","*","*"
"Ledyard School District","Special Education",43,"*","*","*","*"
"Lisbon School District","Non-Special Education","*","*","*","*","*"
"Lisbon School District","Special Education","*","*","*","*","*"
"Litchfield School District","Non-Special Education","*","*","*","*","*"
"Litchfield School District","Special Education","*","*","*","*","*"
"Madison School District","Non-Special Education",283,"*","*","*","*"
"Madison School District","Special Education",37,"*","*","*","*"
"Manchester School District","Non-Special Education",377,14,3.7,32,8.5
"Manchester School District","Special Education",77,24,31.2,11,14.3
"Meriden School District","Non-Special Education",509,24,4.7,62,12.2
"Meriden School District","Special Education",106,26,24.5,35,33.0
"Middletown School District","Non-Special Education",280,12,4.3,"*","*"
"Middletown School District","Special Education",54,24,44.4,"*","*"
"Milford School District","Non-Special Education",433,12,2.8,"*","*"
"Milford School District","Special Education",75,13,17.3,"*","*"
"Monroe School District","Non-Special Education",265,"*","*","*","*"
"Monroe School District","Special Education",35,"*","*","*","*"
"Montville School District","Non-Special Education",173,"*","*","*","*"
"Montville School District","Special Education",20,"*","*","*","*"
"Naugatuck School District","Non-Special Education",284,15,5.3,"*","*"
"Naugatuck School District","Special Education",49,8,16.3,"*","*"
"New Britain School District","Non-Special Education",569,82,14.4,107,18.8
"New Britain School District","Special Education",87,35,40.2,15,17.2
"New Canaan School District","Non-Special Education",277,"*","*","*","*"
"New Canaan School District","Special Education",35,"*","*","*","*"
"New Fairfield School District","Non-Special Education",213,"*","*","*","*"
"New Fairfield School District","Special Education",26,"*","*","*","*"
"New Haven School District","Non-Special Education",1140,54,4.7,188,16.5
"New Haven School District","Special Education",169,50,29.6,29,17.2
"New London School District","Non-Special Education",190,8,4.2,"*","*"
"New London School District","Special Education",38,15,39.5,"*","*"
"New Milford School District","Non-Special Education",345,6,1.7,16,4.6
"New Milford School District","Special Education",38,8,21.1,9,23.7
"Newington School District","Non-Special Education",329,"*","*","*","*"
"Newington School District","Special Education",35,"*","*","*","*"
"Newtown School District","Non-Special Education",379,"*","*","*","*"
"Newtown School District","Special Education",44,"*","*","*","*"
"North Branford School District","Non-Special Education",120,"*","*","*","*"
"North Branford School District","Special Education",30,"*","*","*","*"
"North Haven School District","Non-Special Education",285,6,2.1,13,4.6
"North Haven School District","Special Education",35,11,31.4,7,20.0
"North Stonington School District","Non-Special Education",49,"*","*","*","*"
"North Stonington School District","Special Education",7,"*","*","*","*"
"Norwalk School District","Non-Special Education",719,57,7.9,45,6.3
"Norwalk School District","Special Education",103,25,24.3,6,5.8
"Norwich Free Academy District","Non-Special Education",538,"*","*",49,9.1
"Norwich Free Academy District","Special Education",75,"*","*",14,18.7
"Old Saybrook School District","Non-Special Education",123,"*","*","*","*"
"Old Saybrook School District","Special Education",14,"*","*","*","*"
"Oxford School District","Non-Special Education",165,"*","*","*","*"
"Oxford School District","Special Education",9,"*","*","*","*"
"Plainfield School District","Non-Special Education",149,"*","*",11,7.4
"Plainfield School District","Special Education",25,"*","*",6,24.0
"Plainville School District","Non-Special Education",151,"*","*","*","*"
"Plainville School District","Special Education",25,"*","*","*","*"
"Plymouth School District","Non-Special Education",117,"*","*","*","*"
"Plymouth School District","Special Education",22,"*","*","*","*"
"Portland School District","Non-Special Education",101,"*","*","*","*"
"Portland School District","Special Education",11,"*","*","*","*"
"Putnam School District","Non-Special Education",52,"*","*","*","*"
"Putnam School District","Special Education",14,"*","*","*","*"
"Regional School District 01","Non-Special Education",103,"*","*","*","*"
"Regional School District 01","Special Education",18,"*","*","*","*"
"Regional School District 04","Non-Special Education",117,"*","*","*","*"
"Regional School District 04","Special Education",19,"*","*","*","*"
"Regional School District 05","Non-Special Education",363,"*","*","*","*"
"Regional School District 05","Special Education",57,"*","*","*","*"
"Regional School District 06","Non-Special Education",76,"*","*","*","*"
"Regional School District 06","Special Education",17,"*","*","*","*"
"Regional School District 07","Non-Special Education",186,"*","*","*","*"
"Regional School District 07","Special Education",25,"*","*","*","*"
"Regional School District 08","Non-Special Education",250,7,2.8,"*","*"
"Regional School District 08","Special Education",47,10,21.3,"*","*"
"Regional School District 09","Non-Special Education",218,"*","*","*","*"
"Regional School District 09","Special Education",34,"*","*","*","*"
"Regional School District 10","Non-Special Education",186,"*","*","*","*"
"Regional School District 10","Special Education",32,"*","*","*","*"
"Regional School District 11","Non-Special Education","*","*","*","*","*"
"Regional School District 11","Special Education","*","*","*","*","*"
"Regional School District 12","Non-Special Education",63,"*","*","*","*"
"Regional School District 12","Special Education",18,"*","*","*","*"
"Regional School District 13","Non-Special Education",109,"*","*","*","*"
"Regional School District 13","Special Education",25,"*","*","*","*"
"Regional School District 14","Non-Special Education",187,"*","*","*","*"
"Regional School District 14","Special Education",24,"*","*","*","*"
"Regional School District 15","Non-Special Education",283,"*","*","*","*"
"Regional School District 15","Special Education",46,"*","*","*","*"
"Regional School District 16","Non-Special Education",158,"*","*","*","*"
"Regional School District 16","Special Education",23,"*","*","*","*"
"Regional School District 17","Non-Special Education",124,"*","*","*","*"
"Regional School District 17","Special Education",29,"*","*","*","*"
"Regional School District 18","Non-Special Education",100,"*","*","*","*"
"Regional School District 18","Special Education",8,"*","*","*","*"
"Regional School District 19","Non-Special Education",248,"*","*","*","*"
"Regional School District 19","Special Education",45,"*","*","*","*"
"Ridgefield School District","Non-Special Education",418,"*","*","*","*"
"Ridgefield School District","Special Education",41,"*","*","*","*"
"Rocky Hill School District","Non-Special Education",168,"*","*","*","*"
"Rocky Hill School District","Special Education",15,"*","*","*","*"
"Seymour School District","Non-Special Education",123,"*","*","*","*"
"Seymour School District","Special Education",15,"*","*","*","*"
"Shelton School District","Non-Special Education",336,6,1.8,"*","*"
"Shelton School District","Special Education",33,11,33.3,"*","*"
"Simsbury School District","Non-Special Education",346,"*","*","*","*"
"Simsbury School District","Special Education",54,"*","*","*","*"
"Somers School District","Non-Special Education",115,"*","*","*","*"
"Somers School District","Special Education",16,"*","*","*","*"
"South Windsor School District","Non-Special Education",292,"*","*","*","*"
"South Windsor School District","Special Education",56,"*","*","*","*"
"Southington School District","Non-Special Education",440,6,1.4,"*","*"
"Southington School District","Special Education",72,19,26.4,"*","*"
"Stafford School District","Non-Special Education",125,"*","*","*","*"
"Stafford School District","Special Education",17,"*","*","*","*"
"Stamford Academy District","Non-Special Education",47,24,51.1,"*","*"
"Stamford Academy District","Special Education",10,8,80.0,"*","*"
"Stamford School District","Non-Special Education",1050,35,3.3,54,5.1
"Stamford School District","Special Education",150,38,25.3,6,4.0
"Stonington School District","Non-Special Education",161,"*","*","*","*"
"Stonington School District","Special Education",16,"*","*","*","*"
"Stratford School District","Non-Special Education",582,16,2.7,"*","*"
"Stratford School District","Special Education",64,15,23.4,"*","*"
"Suffield School District","Non-Special Education",188,"*","*","*","*"
"Suffield School District","Special Education",26,"*","*","*","*"
"The Bridge Academy District","Non-Special Education","*","*","*","*","*"
"The Bridge Academy District","Special Education","*","*","*","*","*"
"The Gilbert School District","Non-Special Education",79,"*","*","*","*"
"The Gilbert School District","Special Education",11,"*","*","*","*"
"Thomaston School District","Non-Special Education",60,"*","*","*","*"
"Thomaston School District","Special Education",12,"*","*","*","*"
"Thompson School District","Non-Special Education",76,"*","*","*","*"
"Thompson School District","Special Education",10,"*","*","*","*"
"Tolland School District","Non-Special Education",204,8,3.9,"*","*"
"Tolland School District","Special Education",25,8,32.0,"*","*"
"Torrington School District","Non-Special Education",231,9,3.9,"*","*"
"Torrington School District","Special Education",41,12,29.3,"*","*"
"Trumbull School District","Non-Special Education",500,"*","*","*","*"
"Trumbull School District","Special Education",55,"*","*","*","*"
"Unified School District #1","Non-Special Education",240,45,18.8,194,80.8
"Unified School District #1","Special Education",87,36,41.4,51,58.6
"Unified School District #2","Non-Special Education",30,"*","*",18,60.0
"Unified School District #2","Special Education",35,"*","*",16,45.7
"Vernon School District","Non-Special Education",257,11,4.3,22,8.6
"Vernon School District","Special Education",42,12,28.6,8,19.0
"Wallingford School District","Non-Special Education",418,"*","*",18,4.3
"Wallingford School District","Special Education",72,"*","*",6,8.3
"Waterbury School District","Non-Special Education",1114,23,2.1,282,25.3
"Waterbury School District","Special Education",236,55,23.3,74,31.4
"Waterford School District","Non-Special Education",180,"*","*","*","*"
"Waterford School District","Special Education",23,"*","*","*","*"
"Watertown School District","Non-Special Education",204,"*","*","*","*"
"Watertown School District","Special Education",26,"*","*","*","*"
"West Hartford School District","Non-Special Education",649,"*","*",10,1.5
"West Hartford School District","Special Education",92,"*","*",8,8.7
"West Haven School District","Non-Special Education",375,24,6.4,60,16.0
"West Haven School District","Special Education",49,16,32.7,12,24.5
"Westbrook School District","Non-Special Education","*","*","*","*","*"
"Westbrook School District","Special Education","*","*","*","*","*"
"Weston School District","Non-Special Education",162,"*","*","*","*"
"Weston School District","Special Education",18,"*","*","*","*"
"Westport School District","Non-Special Education",386,"*","*","*","*"
"Westport School District","Special Education",66,"*","*","*","*"
"Wethersfield School District","Non-Special Education",278,"*","*","*","*"
"Wethersfield School District","Special Education",29,"*","*","*","*"
"Wilton School District","Non-Special Education",260,"*","*","*","*"
"Wilton School District","Special Education",41,"*","*","*","*"
"Windham School District","Non-Special Education",154,"*","*",29,18.8
"Windham School District","Special Education",29,"*","*",11,37.9
"Windsor Locks School District","Non-Special Education",126,"*","*","*","*"
"Windsor Locks School District","Special Education",12,"*","*","*","*"
"Windsor School District","Non-Special Education",253,7,2.8,"*","*"
"Windsor School District","Special Education",45,13,28.9,"*","*"
"Wolcott School District","Non-Special Education",225,"*","*","*","*"
"Wolcott School District","Special Education",20,"*","*","*","*"
"Woodstock Academy District","Non-Special Education",255,"*","*","*","*"
"Woodstock Academy District","Special Education",23,"*","*","*","*"

