"Four-Year Graduation Rates, 2018-19"
"All Districts, Special Education Status"

"",,,,"Non-Graduates",,,
"Westport School District","=""1580011""","Special Education",68,"*","*",0,0.0
"Wethersfield School District","=""1590011""","Non-Special Education",252,"*","*","*","*"
"Wethersfield School District","=""1590011""","Special Education",48,"*","*","*","*"
"Wilton School District","=""1610011""","Non-Special Education",268,"*","*",0,0.0
"Wilton School District","=""1610011""","Special Education",46,"*","*","*","*"
"Windham School District","=""1630011""","Non-Special Education",122,"*","*",15,12.3
"Windham School District","=""1630011""","Special Education",49,"*","*",9,18.4
"Windsor Locks School District","=""1650011""","Non-Special Education",97,"*","*","*","*"
"Windsor Locks School District","=""1650011""","Special Education",25,"*","*","*","*"
"Windsor School District","=""1640011""","Non-Special Education",230,"*","*","*","*"
"Windsor School District","=""1640011""","Special Education",60,"*","*","*","*"
"Wolcott School District","=""1660011""","Non-Special Education",180,"*","*","*","*"
"Wolcott School District","=""1660011""","Special Education",29,"*","*","*","*"

